fecha_mes,tpm_prom,tpm_cierre,ipc,imacec,tasa_desempleo,dolar_prom,dolar_cierre,libra_cobre_prom,libra_cobre_cierre
2002-05-01,4.225,4.0,2.132392104,53.959495469834,,653.9065,654.44,0.723795699900209,0.723795699900209
2002-06-01,4.0,4.0,1.948449129,52.591305977677,,673.766,697.62,0.747314705615531,0.747314705615531
2002-07-01,3.543478260869565,3.25,2.600014631,51.574149311361,,696.334347826087,700.98,0.720974326408419,0.720974326408419
2002-08-01,3.071428571428572,3.0,2.176191655,52.645300668426,,702.3047619047619,715.16,0.671119477456228,0.671119477456228
2002-09-01,3.0,3.0,2.292639476,51.486675858879,,726.978947368421,747.62,0.670738455955729,0.670738455955729
2002-10-01,3.0,3.0,3.06035974,55.585457086248,,742.3173913043478,733.24,0.673029120928967,0.673029120928967
2002-11-01,3.0,3.0,2.980797282,56.19572686576,,709.4765,705.1,0.717722035743446,0.717722035743446
2002-12-01,3.0,3.0,2.844223966,58.465048348095,,701.949,712.38,0.723795699900209,0.723795699900209
2003-01-01,2.818181818181818,2.75,3.02458196,54.900606275459,,722.4777272727273,734.34,0.747373673228704,0.747373673228704
2003-02-01,2.75,2.75,3.832031065,52.48618405385,,745.2135000000001,753.54,0.763766669690647,0.763766669690647
2003-03-01,2.75,2.75,4.49475726,58.467205606835,,743.2833333333334,727.36,0.752508391544952,0.752508391544952
2003-04-01,2.75,2.75,4.001436262,57.430155993455,,718.2533333333333,705.32,0.720071668329856,0.720071668329856
2003-05-01,2.75,2.75,3.506966737,56.898668669087,,703.58,710.12,0.747654903383834,0.747654903383834
2003-06-01,2.75,2.75,3.638678728,55.359901669113,,709.1845000000001,697.23,0.764991381656536,0.764991381656536
2003-07-01,2.75,2.75,3.093054253,54.184751468318,,701.1404347826086,705.64,0.775650911730019,0.775650911730019
2003-08-01,2.75,2.75,2.868740638,54.948693368022,,703.7725,699.39,0.798457770117028,0.798457770117028
2003-09-01,2.75,2.75,2.200478754,53.722113357047,,675.442,665.13,0.811720947110587,0.811720947110587
2003-10-01,2.75,2.75,1.151487167,57.956402117919,,646.0695652173913,628.1,0.871151229247936,0.871151229247936
2003-11-01,2.75,2.75,0.923094186,58.266846088052,,625.467,624.51,0.932336931869727,0.932336931869727
2003-12-01,2.45,2.25,1.044651349,60.624443844482,,602.9045,599.42,0.998498593849224,0.998498593849224
2004-01-01,1.869047619047619,1.75,0.766844373,56.955084196657,,573.6414285714285,596.78,1.09932414043364,1.09932414043364
2004-02-01,1.75,1.75,-0.010583085,54.856650202714,,584.3059999999999,594.32,1.25171459675225,1.25171459675225
2004-03-01,1.75,1.75,-0.751372488,61.862995629042,,603.9121739130435,623.21,1.36474643926336,1.36474643926336
2004-04-01,1.75,1.75,-0.295967372,60.637087338803,,608.1871428571428,624.84,1.33753061779915,1.33753061779915
2004-05-01,1.75,1.75,0.621110174,60.085063570149,,635.7574999999999,632.32,1.23990746620702,1.23990746620702
2004-06-01,1.75,1.75,1.055754428,58.541869244343,,643.4965,636.59,1.21867912546494,1.21867912546494
2004-07-01,1.75,1.75,1.37781553,57.991105850779,,632.3936363636363,638.37,1.27389549124558,1.27389549124558
2004-08-01,1.75,1.75,1.595576206,59.147606140564,,635.9318181818181,628.95,1.29098249115486,1.29098249115486
2004-09-01,1.94047619047619,2.0,1.461946586,57.833755537243,,616.5519047619048,606.96,1.31309988206477,1.31309988206477
2004-10-01,2.0,2.0,1.913035814,62.943605435077,,607.2785,615.2,1.36634310078926,1.36634310078926
2004-11-01,2.15,2.25,2.483009941,63.373358052551,,596.72,588.18,1.41649278780731,1.41649278780731
2004-12-01,2.25,2.25,2.421026061,66.085423779699,,576.17,559.83,1.42676676041005,1.42676676041005
2005-01-01,2.416666666666667,2.5,2.287799778,60.997060204058,,574.1195238095238,586.18,1.43790256735916,1.43790256735916
2005-02-01,2.65,2.75,2.181586089,58.268919701988,,573.5840000000001,577.52,1.47586863830173,1.47586863830173
2005-03-01,2.75,2.75,2.403865667,65.160412346315,,586.4827272727273,586.45,1.53297650367414,1.53297650367414
2005-04-01,2.940476190476191,3.0,2.950449915,64.37545096138,,580.4557142857143,582.87,1.53972602739726,1.53972602739726
2005-05-01,3.142857142857143,3.25,2.683598405,63.300283169448,,578.3090476190476,580.2,1.47378209198948,1.47378209198948
2005-06-01,3.25,3.25,2.66017256,62.240974281921,,585.4733333333334,578.92,1.59850766578971,1.59850766578971
2005-07-01,3.404761904761905,3.5,3.054786848,60.62778019104,,575.7661904761904,563.44,1.63939490156945,1.63939490156945
2005-08-01,3.647727272727273,3.75,2.963400895,63.155196419262,,546.6095454545455,545.02,1.72264809942847,1.72264809942847
2005-09-01,3.928571428571428,4.0,3.962224684,61.204357372753,,536.7004761904763,533.69,1.74990474462488,1.74990474462488
2005-10-01,4.175,4.25,4.153187055,65.630502708453,,535.4970000000001,543.72,1.84149505579243,1.84149505579243
2005-11-01,4.416666666666667,4.5,3.646418987,66.99599793774,,529.8814285714286,518.96,1.93655992016692,1.93655992016692
2005-12-01,4.5,4.5,3.666546944,70.401704127295,,514.3309523809525,514.21,2.0760092533793,2.0760092533793
2006-01-01,4.5,4.5,4.080732953,64.269602795469,,524.4768181818182,524.78,2.14747800054432,2.14747800054432
2006-02-01,4.6625,4.75,4.07838381,62.488110171123,,525.7045,517.76,2.2600018143881,2.2600018143881
2006-03-01,4.75,4.75,4.026941105,68.647650118138,,528.7708695652174,527.7,2.3146375759775,2.3146375759775
2006-04-01,4.881578947368421,5.0,3.768412513,67.635320987464,,517.3263157894737,518.62,2.89747800054432,2.89747800054432
2006-05-01,5.0,5.0,3.739782937,67.864066098357,,520.7940909090909,531.11,3.6495781547673,3.6495781547673
2006-06-01,5.0,5.0,3.925276011,66.446413492688,,542.46,547.31,3.26481447881702,3.26481447881702
2006-07-01,5.142857142857143,5.25,3.854560505,64.332903078673,,540.6204761904762,539.41,3.49818561190239,3.49818561190239
2006-08-01,5.25,5.25,3.814314111,65.948273488541,,538.5272727272727,537.77,3.49072847682119,3.49072847682119
2006-09-01,5.25,5.25,2.777980136,65.113551695834,,538.6526315789473,538.22,3.44840787444434,3.44840787444434
2006-10-01,5.25,5.25,2.024890078,70.480971763766,,530.9547619047619,525.99,3.40215458586592,3.40215458586592
