actor,topico_modelo,peso_medio,peso_total,n_dominante,ranking
Jorge Pérez Etchegaray,tema_nmf_01,0.04461798427949142,0.13385395283847426,0,6
Jorge Pérez Etchegaray,tema_nmf_07,0.03967307297651171,0.11901921892953513,0,7
Jorge Pérez Etchegaray,tema_nmf_03,0.03591749595832849,0.10775248787498547,0,8
Jorge Pérez Etchegaray,tema_nmf_08,0.02014569838072999,0.060437095142189964,0,9
Jorge Pérez Etchegaray,tema_nmf_10,0.01786548256526879,0.05359644769580636,0,10
Jorge Pérez Etchegaray,tema_nmf_06,0.012134738895851123,0.03640421668755337,0,11
Jorge Pérez Etchegaray,tema_nmf_04,0.008707438813088492,0.026122316439265474,0,12
Jorge Pérez Etchegaray,tema_nmf_09,0.007441298427809198,0.022323895283427594,0,13
Jorge Pérez Etchegaray,tema_nmf_11,0.0007377025484284387,0.0022131076452853162,0,14
José De Gregorio Rebeco,tema_nmf_06,0.11993177909103926,125.5685727083181,158,1
José De Gregorio Rebeco,tema_nmf_11,0.10910764246512965,114.23570166099074,115,2
José De Gregorio Rebeco,tema_nmf_04,0.0903061543190959,94.5505435720934,112,3
José De Gregorio Rebeco,tema_nmf_01,0.08732809374409595,91.43251415006846,97,4
José De Gregorio Rebeco,tema_nmf_05,0.08455262396400841,88.5265972903168,73,5
José De Gregorio Rebeco,tema_nmf_02,0.08034638649454347,84.12266665978701,80,6
José De Gregorio Rebeco,tema_nmf_03,0.073007022569027,76.43835262977126,67,7
José De Gregorio Rebeco,tema_nmf_07,0.06611627446268767,69.22373936243399,53,8
José De Gregorio Rebeco,tema_nmf_09,0.0605861815830387,63.433732117441515,76,9
José De Gregorio Rebeco,tema_nmf_10,0.05665646683962787,59.31932078109038,51,10
José De Gregorio Rebeco,tema_nmf_08,0.054041948851542135,56.58192044756461,57,11
José De Gregorio Rebeco,tema_nmf_12,0.03492088672026314,36.56216839611551,31,12
José De Gregorio Rebeco,tema_nmf_14,0.034728486611117305,36.36072548183982,48,13
José De Gregorio Rebeco,tema_nmf_13,0.02926785553215699,30.64344474216837,29,14
Juan Pablo Araya Marco,tema_nmf_06,0.24829437979537428,0.24829437979537428,1,1
Juan Pablo Araya Marco,tema_nmf_01,0.1944598173249948,0.1944598173249948,0,2
Juan Pablo Araya Marco,tema_nmf_05,0.10580807176923708,0.10580807176923708,0,3
Juan Pablo Araya Marco,tema_nmf_11,0.08030653232615678,0.08030653232615678,0,4
Juan Pablo Araya Marco,tema_nmf_04,0.07951039928475569,0.07951039928475569,0,5
Juan Pablo Araya Marco,tema_nmf_12,0.06328656416834018,0.06328656416834018,0,6
Juan Pablo Araya Marco,tema_nmf_02,0.05612386180590203,0.05612386180590203,0,7
Juan Pablo Araya Marco,tema_nmf_08,0.05271416248095019,0.05271416248095019,0,8
Juan Pablo Araya Marco,tema_nmf_10,0.048884582059967284,0.048884582059967284,0,9
Juan Pablo Araya Marco,tema_nmf_13,0.041241583299173795,0.041241583299173795,0,10
Juan Pablo Araya Marco,tema_nmf_03,0.013758126720772788,0.013758126720772788,0,11
Juan Pablo Araya Marco,tema_nmf_09,0.010978285091882319,0.010978285091882319,0,12
Juan Pablo Araya Marco,tema_nmf_14,0.00463363387249295,0.00463363387249295,0,13
Juan Pablo Araya Marco,tema_nmf_07,0.0,0.0,0,14
Julio Dittborn Cordua,tema_nmf_01,0.14870186907721483,0.29740373815442966,0,1
Julio Dittborn Cordua,tema_nmf_08,0.13286045748006173,0.26572091496012346,1,2
Julio Dittborn Cordua,tema_nmf_07,0.11892304979410628,0.23784609958821257,1,3
Julio Dittborn Cordua,tema_nmf_02,0.11413997848987323,0.22827995697974646,0,4
Julio Dittborn Cordua,tema_nmf_09,0.113729801324049,0.227459602648098,0,5
Julio Dittborn Cordua,tema_nmf_03,0.06932438142275094,0.13864876284550187,0,6
Julio Dittborn Cordua,tema_nmf_05,0.06670475638119026,0.13340951276238053,0,7
Julio Dittborn Cordua,tema_nmf_13,0.06534217216010374,0.13068434432020748,0,8
Julio Dittborn Cordua,tema_nmf_06,0.05900549540506997,0.11801099081013994,0,9
Julio Dittborn Cordua,tema_nmf_12,0.04916882927756975,0.0983376585551395,0,10
Julio Dittborn Cordua,tema_nmf_14,0.028432433588019133,0.05686486717603827,0,11
Julio Dittborn Cordua,tema_nmf_10,0.022499401411706366,0.04499880282341273,0,12
Julio Dittborn Cordua,tema_nmf_11,0.009071546830595299,0.018143093661190598,0,13
Julio Dittborn Cordua,tema_nmf_04,0.0020958273576894364,0.004191654715378873,0,14
Kevin Cowan Logan,tema_nmf_04,0.18389685801800712,21.332035530088827,36,1
Kevin Cowan Logan,tema_nmf_08,0.1246217961723166,14.456128355988726,17,2
Kevin Cowan Logan,tema_nmf_01,0.11009087214754107,12.770541169114765,12,3
Kevin Cowan Logan,tema_nmf_02,0.09772817670895863,11.336468498239201,4,4
Kevin Cowan Logan,tema_nmf_12,0.09020319013681667,10.463570055870735,14,5
Kevin Cowan Logan,tema_nmf_05,0.08034718866104945,9.320273884681736,2,6
Kevin Cowan Logan,tema_nmf_03,0.06554295127385833,7.602982347767566,4,7
Kevin Cowan Logan,tema_nmf_10,0.05131673644639547,5.952741427781874,4,8
Kevin Cowan Logan,tema_nmf_14,0.05093791401299003,5.908798025506844,9,9
Kevin Cowan Logan,tema_nmf_13,0.04603888178253249,5.340510286773768,8,10
Kevin Cowan Logan,tema_nmf_07,0.042093785537670333,4.882879122369759,4,11
Kevin Cowan Logan,tema_nmf_06,0.030170674224538667,3.4997982100464853,2,12
Kevin Cowan Logan,tema_nmf_09,0.022066355811352314,2.5596972741168686,0,13
Kevin Cowan Logan,tema_nmf_11,0.004944619065972799,0.5735758116528447,0,14
Klaus Schmidt-Hebbel Dunker,tema_nmf_14,0.15258071904003412,6.103228761601365,12,1
Klaus Schmidt-Hebbel Dunker,tema_nmf_03,0.12487894694127717,4.995157877651087,6,2
Klaus Schmidt-Hebbel Dunker,tema_nmf_05,0.1190543890930007,4.762175563720028,3,3
Klaus Schmidt-Hebbel Dunker,tema_nmf_09,0.11454494423654601,4.581797769461841,9,4
Klaus Schmidt-Hebbel Dunker,tema_nmf_01,0.08993124156247702,3.5972496624990806,3,5
Klaus Schmidt-Hebbel Dunker,tema_nmf_12,0.08313685393709523,3.3254741574838094,2,6
Klaus Schmidt-Hebbel Dunker,tema_nmf_07,0.07563993559476004,3.0255974237904013,0,7
Klaus Schmidt-Hebbel Dunker,tema_nmf_02,0.0597817925412789,2.391271701651156,1,8
Klaus Schmidt-Hebbel Dunker,tema_nmf_10,0.05729395774102545,2.291758309641018,2,9
Klaus Schmidt-Hebbel Dunker,tema_nmf_13,0.05009379883518748,2.003751953407499,2,10
Klaus Schmidt-Hebbel Dunker,tema_nmf_08,0.025915719769513602,1.036628790780544,0,11
Klaus Schmidt-Hebbel Dunker,tema_nmf_04,0.022217988256155195,0.8887195302462079,0,12
Klaus Schmidt-Hebbel Dunker,tema_nmf_11,0.012892803832866572,0.5157121533146629,0,13
Klaus Schmidt-Hebbel Dunker,tema_nmf_06,0.012036908618782533,0.4814763447513013,0,14
Leonardo Hernández Tagle,tema_nmf_05,0.24772192021425152,0.7431657606427545,2,1
Leonardo Hernández Tagle,tema_nmf_10,0.23789283202183042,0.7136784960654913,0,2
Leonardo Hernández Tagle,tema_nmf_14,0.12624774152559556,0.37874322457678666,1,3
Leonardo Hernández Tagle,tema_nmf_02,0.08979923187959925,0.26939769563879773,0,4
Leonardo Hernández Tagle,tema_nmf_04,0.08478433325864952,0.25435299977594855,0,5
Leonardo Hernández Tagle,tema_nmf_01,0.05222768210272535,0.15668304630817603,0,6
Leonardo Hernández Tagle,tema_nmf_09,0.0459220013795091,0.1377660041385273,0,7
Leonardo Hernández Tagle,tema_nmf_08,0.035520899845186214,0.10656269953555865,0,8
Leonardo Hernández Tagle,tema_nmf_12,0.02972346254883947,0.08917038764651841,0,9
Leonardo Hernández Tagle,tema_nmf_06,0.024665189109009777,0.07399556732702933,0,10
Leonardo Hernández Tagle,tema_nmf_03,0.02011329170985121,0.06033987512955363,0,11
Leonardo Hernández Tagle,tema_nmf_13,0.0051581059322802734,0.01547431779684082,0,12
Leonardo Hernández Tagle,tema_nmf_11,0.00022330847267237994,0.0006699254180171398,0,13
Leonardo Hernández Tagle,tema_nmf_07,0.0,0.0,0,14
Luis Alberto Álvarez Vallejos,tema_nmf_05,0.19390064945204843,0.38780129890409687,1,1
Luis Alberto Álvarez Vallejos,tema_nmf_12,0.1665662820197963,0.3331325640395926,0,2
Luis Alberto Álvarez Vallejos,tema_nmf_10,0.13394511156704564,0.2678902231340913,0,3
Luis Alberto Álvarez Vallejos,tema_nmf_02,0.12045208853578371,0.24090417707156742,0,4
Luis Alberto Álvarez Vallejos,tema_nmf_04,0.11156424501671237,0.22312849003342475,1,5
Luis Alberto Álvarez Vallejos,tema_nmf_06,0.09751213368138617,0.19502426736277234,0,6
Luis Alberto Álvarez Vallejos,tema_nmf_03,0.05841176844470579,0.11682353688941158,0,7
Luis Alberto Álvarez Vallejos,tema_nmf_14,0.0425358874951411,0.0850717749902822,0,8
Luis Alberto Álvarez Vallejos,tema_nmf_01,0.03267582509229495,0.0653516501845899,0,9
Luis Alberto Álvarez Vallejos,tema_nmf_09,0.023743750297049584,0.04748750059409917,0,10
Luis Alberto Álvarez Vallejos,tema_nmf_08,0.01714283254960898,0.03428566509921796,0,11
Luis Alberto Álvarez Vallejos,tema_nmf_13,0.001549425848426994,0.003098851696853988,0,12
Luis Alberto Álvarez Vallejos,tema_nmf_07,0.0,0.0,0,13
Luis Alberto Álvarez Vallejos,tema_nmf_11,0.0,0.0,0,14
Luis Felipe Céspedes Cifuentes,tema_nmf_02,0.13538646205386712,3.249275089292811,2,1
Luis Felipe Céspedes Cifuentes,tema_nmf_09,0.12927932322375035,3.1027037573700085,5,2
Luis Felipe Céspedes Cifuentes,tema_nmf_01,0.11617434533488226,2.7881842880371743,5,3
Luis Felipe Céspedes Cifuentes,tema_nmf_05,0.09439025830597109,2.265366199343306,2,4
Luis Felipe Céspedes Cifuentes,tema_nmf_03,0.09139450013102525,2.193468003144606,3,5
Luis Felipe Céspedes Cifuentes,tema_nmf_06,0.07108614305349158,1.706067433283798,1,6
Luis Felipe Céspedes Cifuentes,tema_nmf_12,0.06662390676901296,1.598973762456311,2,7
Luis Felipe Céspedes Cifuentes,tema_nmf_10,0.05893508053382318,1.4144419328117563,1,8
Luis Felipe Céspedes Cifuentes,tema_nmf_08,0.057010591142727794,1.368254187425467,0,9
Luis Felipe Céspedes Cifuentes,tema_nmf_14,0.05677722690863952,1.3626534458073485,2,10
Luis Felipe Céspedes Cifuentes,tema_nmf_07,0.043047750014220336,1.033146000341288,0,11
Luis Felipe Céspedes Cifuentes,tema_nmf_13,0.042701873859154804,1.0248449726197153,1,12
Luis Felipe Céspedes Cifuentes,tema_nmf_04,0.027469909066548615,0.6592778175971667,0,13
Luis Felipe Céspedes Cifuentes,tema_nmf_11,0.009722629602885094,0.23334311046924228,0,14
Luis Opazo Roco,tema_nmf_08,0.16719659587149677,1.8391625545864645,3,1
Luis Opazo Roco,tema_nmf_03,0.16318579887783574,1.795043787656193,2,2
Luis Opazo Roco,tema_nmf_04,0.12203223634942682,1.342354599843695,1,3
Luis Opazo Roco,tema_nmf_02,0.11688401349447998,1.2857241484392798,2,4
Luis Opazo Roco,tema_nmf_10,0.09960142776408895,1.0956157054049784,1,5
Luis Opazo Roco,tema_nmf_01,0.09219905780416396,1.0141896358458036,1,6
Luis Opazo Roco,tema_nmf_07,0.07704296025446389,0.8474725627991028,1,7
Luis Opazo Roco,tema_nmf_12,0.054066319072504816,0.594729509797553,0,8
Luis Opazo Roco,tema_nmf_05,0.039500880893913154,0.4345096898330447,0,9
Luis Opazo Roco,tema_nmf_06,0.025441528613942464,0.2798568147533671,0,10
Luis Opazo Roco,tema_nmf_09,0.025282346362933528,0.2781058099922688,0,11
Luis Opazo Roco,tema_nmf_14,0.009054721632618674,0.09960193795880543,0,12
Luis Opazo Roco,tema_nmf_13,0.0064724779304011215,0.07119725723441234,0,13
Luis Opazo Roco,tema_nmf_11,0.0020396350777301103,0.022435985855031215,0,14
Luis Óscar Herrera Barriga,tema_nmf_04,0.23939237843050773,72.29649828601333,96,1
Luis Óscar Herrera Barriga,tema_nmf_01,0.10721356890451744,32.378497809164266,40,2
Luis Óscar Herrera Barriga,tema_nmf_02,0.10087623492444941,30.464622947183724,22,3
Luis Óscar Herrera Barriga,tema_nmf_08,0.08154906312114263,24.627817062585073,33,4
Luis Óscar Herrera Barriga,tema_nmf_09,0.08098252876427803,24.456723686811966,23,5
Luis Óscar Herrera Barriga,tema_nmf_12,0.07043458296959815,21.27124405681864,15,6
Luis Óscar Herrera Barriga,tema_nmf_03,0.06802147240725644,20.542484666991445,18,7
Luis Óscar Herrera Barriga,tema_nmf_05,0.06240532318227238,18.84640760104626,10,8
Luis Óscar Herrera Barriga,tema_nmf_07,0.05519730191112341,16.66958517715927,15,9
Luis Óscar Herrera Barriga,tema_nmf_10,0.04566704987385326,13.791449061903686,9,10
Luis Óscar Herrera Barriga,tema_nmf_13,0.038305171241019606,11.568161714787921,9,11
Luis Óscar Herrera Barriga,tema_nmf_14,0.031298675436450304,9.452199981807992,11,12
Luis Óscar Herrera Barriga,tema_nmf_11,0.011378926054815794,3.4364356685543695,0,13
Luis Óscar Herrera Barriga,tema_nmf_06,0.007277722778715401,2.197872279172051,1,14
Manuel Marfán Lewis,tema_nmf_01,0.14749916741464655,126.1117881395228,164,1
Manuel Marfán Lewis,tema_nmf_02,0.12208197216105801,104.3800861977046,109,2
Manuel Marfán Lewis,tema_nmf_10,0.11023842030023115,94.25384935669763,102,3
Manuel Marfán Lewis,tema_nmf_03,0.09333467385017066,79.80114614189591,69,4
Manuel Marfán Lewis,tema_nmf_12,0.08062734264242731,68.93637795927535,73,5
Manuel Marfán Lewis,tema_nmf_09,0.0798139244119783,68.24090537224144,54,6
Manuel Marfán Lewis,tema_nmf_05,0.0745506707460275,63.74082348785352,66,7
Manuel Marfán Lewis,tema_nmf_08,0.0745319355131485,63.72480486374197,68,8
Manuel Marfán Lewis,tema_nmf_13,0.05234762532797504,44.75721965541866,52,9
Manuel Marfán Lewis,tema_nmf_07,0.049383288379614455,42.22271156457036,24,10
Manuel Marfán Lewis,tema_nmf_14,0.041963005374153026,35.87836959490084,43,11
Manuel Marfán Lewis,tema_nmf_04,0.029952122643324555,25.609064860042494,13,12
Manuel Marfán Lewis,tema_nmf_06,0.02786123654658838,23.821357247333065,9,13
Manuel Marfán Lewis,tema_nmf_11,0.014645024045381712,12.521495558801364,9,14
Mario Marcel Cullell,tema_nmf_01,0.16706848249905462,2.5060272374858195,3,1
Mario Marcel Cullell,tema_nmf_02,0.14784198495679984,2.2176297743519977,2,2
Mario Marcel Cullell,tema_nmf_06,0.13011782654036988,1.9517673981055481,3,3
Mario Marcel Cullell,tema_nmf_12,0.12014311617466548,1.8021467426199822,3,4
Mario Marcel Cullell,tema_nmf_09,0.07485994214358291,1.1228991321537436,1,5
Mario Marcel Cullell,tema_nmf_10,0.07242703262586676,1.0864054893880015,1,6
Mario Marcel Cullell,tema_nmf_05,0.07127462167932296,1.0691193251898443,2,7
Mario Marcel Cullell,tema_nmf_07,0.055219407249608346,0.8282911087441251,0,8
Mario Marcel Cullell,tema_nmf_03,0.04553214990180501,0.6829822485270751,0,9
Mario Marcel Cullell,tema_nmf_13,0.0323500681479584,0.485251022219376,0,10
Mario Marcel Cullell,tema_nmf_08,0.028569382032894133,0.428540730493412,0,11
Mario Marcel Cullell,tema_nmf_14,0.025197374360701023,0.37796061541051534,0,12
Mario Marcel Cullell,tema_nmf_04,0.01845587215534313,0.27683808233014695,0,13
Mario Marcel Cullell,tema_nmf_11,0.010942739532027528,0.1641410929804129,0,14
María Elena Ovalle Molina,tema_nmf_05,0.15877113024245482,2.699109214121732,3,1
María Elena Ovalle Molina,tema_nmf_01,0.1420622309445315,2.4150579260570355,1,2
María Elena Ovalle Molina,tema_nmf_09,0.12736542275470805,2.1652121868300367,5,3
María Elena Ovalle Molina,tema_nmf_02,0.11695325080843048,1.9882052637433183,2,4
María Elena Ovalle Molina,tema_nmf_03,0.08465077627443898,1.4390631966654628,1,5
María Elena Ovalle Molina,tema_nmf_14,0.07770477973267197,1.3209812554554234,3,6
María Elena Ovalle Molina,tema_nmf_12,0.05866729236626109,0.9973439702264385,1,7
María Elena Ovalle Molina,tema_nmf_07,0.05359920361199787,0.9111864614039638,0,8
María Elena Ovalle Molina,tema_nmf_04,0.049365155946059426,0.8392076510830102,0,9
María Elena Ovalle Molina,tema_nmf_10,0.04248644022258194,0.722269483783893,0,10
María Elena Ovalle Molina,tema_nmf_08,0.04237520518077303,0.7203784880731414,0,11
María Elena Ovalle Molina,tema_nmf_06,0.024909201212969672,0.42345642062048444,1,12
María Elena Ovalle Molina,tema_nmf_11,0.018623922951547592,0.31660669017630905,0,13
María Elena Ovalle Molina,tema_nmf_13,0.0024659877505736195,0.04192179175975153,0,14
María Eugenia Wagner Brizzi,tema_nmf_09,0.2215076714846835,0.2215076714846835,1,1
María Eugenia Wagner Brizzi,tema_nmf_01,0.18730826032002815,0.18730826032002815,0,2
María Eugenia Wagner Brizzi,tema_nmf_03,0.1586069375752859,0.1586069375752859,0,3
María Eugenia Wagner Brizzi,tema_nmf_14,0.12972001695698757,0.12972001695698757,0,4
María Eugenia Wagner Brizzi,tema_nmf_05,0.09676879531645118,0.09676879531645118,0,5
María Eugenia Wagner Brizzi,tema_nmf_02,0.07129677711351924,0.07129677711351924,0,6
María Eugenia Wagner Brizzi,tema_nmf_07,0.05425030758080576,0.05425030758080576,0,7
María Eugenia Wagner Brizzi,tema_nmf_06,0.05306157422250038,0.05306157422250038,0,8
María Eugenia Wagner Brizzi,tema_nmf_10,0.0274796594297381,0.0274796594297381,0,9
María Eugenia Wagner Brizzi,tema_nmf_04,0.0,0.0,0,10
María Eugenia Wagner Brizzi,tema_nmf_08,0.0,0.0,0,11
María Eugenia Wagner Brizzi,tema_nmf_11,0.0,0.0,0,12
María Eugenia Wagner Brizzi,tema_nmf_12,0.0,0.0,0,13
María Eugenia Wagner Brizzi,tema_nmf_13,0.0,0.0,0,14
María Olivia Recart Herrera,tema_nmf_06,0.33961613553605374,4.754625897504752,7,1
María Olivia Recart Herrera,tema_nmf_01,0.13552472478037556,1.8973461469252577,2,2
María Olivia Recart Herrera,tema_nmf_07,0.09312817907233721,1.303794507012721,0,3
María Olivia Recart Herrera,tema_nmf_02,0.07174224612154208,1.004391445701589,0,4
María Olivia Recart Herrera,tema_nmf_09,0.0631112714893423,0.8835578008507922,1,5
María Olivia Recart Herrera,tema_nmf_05,0.06136100517588478,0.859054072462387,2,6
María Olivia Recart Herrera,tema_nmf_03,0.04530381987404606,0.6342534782366448,1,7
María Olivia Recart Herrera,tema_nmf_12,0.041963864432295564,0.5874941020521379,0,8
María Olivia Recart Herrera,tema_nmf_04,0.040742346112937686,0.5703928455811276,0,9
María Olivia Recart Herrera,tema_nmf_08,0.035813979073516786,0.501395707029235,0,10
María Olivia Recart Herrera,tema_nmf_10,0.029516102219839857,0.413225431077758,0,11
María Olivia Recart Herrera,tema_nmf_13,0.026935647052164873,0.37709905873030825,1,12
María Olivia Recart Herrera,tema_nmf_11,0.007858332391650734,0.11001665348311028,0,13
María Olivia Recart Herrera,tema_nmf_14,0.007382346668012907,0.1033528533521807,0,14
Matías Bernier Bórquez,tema_nmf_02,0.15145446547582717,6.815450946412223,7,1
Matías Bernier Bórquez,tema_nmf_07,0.13837354816634428,6.226809667485493,8,2
Matías Bernier Bórquez,tema_nmf_08,0.13004502788488378,5.85202625481977,5,3
Matías Bernier Bórquez,tema_nmf_12,0.12599425704516506,5.669741567032427,7,4
Matías Bernier Bórquez,tema_nmf_03,0.1061670001053923,4.777515004742654,4,5
Matías Bernier Bórquez,tema_nmf_10,0.07970410006184347,3.586684502782956,5,6
Matías Bernier Bórquez,tema_nmf_14,0.05088062897042237,2.289628303669007,2,7
Matías Bernier Bórquez,tema_nmf_04,0.04398993589257451,1.979547115165853,3,8
Matías Bernier Bórquez,tema_nmf_01,0.0432956574528105,1.9483045853764724,1,9
Matías Bernier Bórquez,tema_nmf_05,0.04248333289083384,1.911749980087523,1,10
Matías Bernier Bórquez,tema_nmf_09,0.04072153187276301,1.8324689342743357,2,11
Matías Bernier Bórquez,tema_nmf_06,0.02351915127355502,1.0583618073099759,0,12
Matías Bernier Bórquez,tema_nmf_13,0.016403922643330612,0.7381765189498776,0,13
Matías Bernier Bórquez,tema_nmf_11,0.006967440264254026,0.3135348118914312,0,14
Miguel Fuentes Díaz,tema_nmf_01,0.22824472675295096,46.79016898435495,90,1
Miguel Fuentes Díaz,tema_nmf_07,0.154328820916989,31.63740828798274,28,2
Miguel Fuentes Díaz,tema_nmf_02,0.13624740739506325,27.930718515987966,21,3
Miguel Fuentes Díaz,tema_nmf_09,0.10117635251723474,20.741152266033122,16,4
Miguel Fuentes Díaz,tema_nmf_03,0.0740150537944119,15.173086027854438,10,5
Miguel Fuentes Díaz,tema_nmf_10,0.06604236009685213,13.538683819854688,13,6
Miguel Fuentes Díaz,tema_nmf_11,0.06260603291292188,12.834236747148985,4,7
Miguel Fuentes Díaz,tema_nmf_12,0.05030484961378825,10.312494170826591,6,8
Miguel Fuentes Díaz,tema_nmf_14,0.04687955864445612,9.610309522113505,7,9
Miguel Fuentes Díaz,tema_nmf_08,0.03188360380288186,6.5361387795907815,5,10
Miguel Fuentes Díaz,tema_nmf_13,0.0161918595806368,3.3193312140305435,4,11
Miguel Fuentes Díaz,tema_nmf_05,0.014587278857152539,2.9903921657162704,1,12
Miguel Fuentes Díaz,tema_nmf_04,0.010850337234748866,2.2243191331235175,0,13
Miguel Fuentes Díaz,tema_nmf_06,0.00664175787991173,1.3615603653819046,0,14
Miguel Ricaurte Bermúdez,tema_nmf_08,0.18783262461139327,3.944485116839259,9,1
Miguel Ricaurte Bermúdez,tema_nmf_13,0.14193727684271204,2.9806828136969528,5,2
Miguel Ricaurte Bermúdez,tema_nmf_03,0.11243667408198482,2.3611701557216813,5,3
Miguel Ricaurte Bermúdez,tema_nmf_07,0.08945589581447316,1.8785738121039364,0,4
Miguel Ricaurte Bermúdez,tema_nmf_01,0.08674504576603495,1.821645961086734,1,5
Miguel Ricaurte Bermúdez,tema_nmf_02,0.08640017240465869,1.8144036204978324,0,6
Miguel Ricaurte Bermúdez,tema_nmf_09,0.07126501784030141,1.4965653746463297,0,7
Miguel Ricaurte Bermúdez,tema_nmf_10,0.06428296142059377,1.349942189832469,1,8
Miguel Ricaurte Bermúdez,tema_nmf_12,0.051637328793814566,1.0843839046701058,0,9
Miguel Ricaurte Bermúdez,tema_nmf_11,0.03989787753911453,0.8378554283214051,0,10
Miguel Ricaurte Bermúdez,tema_nmf_14,0.03004301748269574,0.6309033671366105,0,11
Miguel Ricaurte Bermúdez,tema_nmf_05,0.023652836143741637,0.4967095590185744,0,12
Miguel Ricaurte Bermúdez,tema_nmf_06,0.007584983058830867,0.15928464423544822,0,13
Miguel Ricaurte Bermúdez,tema_nmf_04,0.006828288199650541,0.14339405219266135,0,14
Miguel Ángel Nacrur Gazali,tema_nmf_10,0.16000207904816063,1.1200145533371244,1,1
Miguel Ángel Nacrur Gazali,tema_nmf_01,0.149664967159139,1.047654770113973,2,2
Miguel Ángel Nacrur Gazali,tema_nmf_02,0.1407108593726278,0.9849760156083948,2,3
Miguel Ángel Nacrur Gazali,tema_nmf_08,0.10784200631064737,0.7548940441745317,0,4
Miguel Ángel Nacrur Gazali,tema_nmf_05,0.09388568332658599,0.657199783286102,1,5
Miguel Ángel Nacrur Gazali,tema_nmf_12,0.08126945908231327,0.5688862135761928,0,6
Miguel Ángel Nacrur Gazali,tema_nmf_06,0.07648481748387022,0.5353937223870915,1,7
Miguel Ángel Nacrur Gazali,tema_nmf_03,0.05281988621123381,0.3697392034786367,0,8
Miguel Ángel Nacrur Gazali,tema_nmf_13,0.04764323153798024,0.3335026207658617,0,9
Miguel Ángel Nacrur Gazali,tema_nmf_04,0.04031261878333118,0.28218833148331823,0,10
Miguel Ángel Nacrur Gazali,tema_nmf_09,0.018019153798837294,0.12613407659186107,0,11
Miguel Ángel Nacrur Gazali,tema_nmf_07,0.015665469204894138,0.10965828443425896,0,12
Miguel Ángel Nacrur Gazali,tema_nmf_14,0.013487009741307532,0.09440906818915272,0,13
Miguel Ángel Nacrur Gazali,tema_nmf_11,0.0021927589390715297,0.015349312573500709,0,14
Nicolás Eyzaguirre Guzmán,tema_nmf_06,0.5340259300931003,41.654022547261825,65,1
Nicolás Eyzaguirre Guzmán,tema_nmf_01,0.06893866699252887,5.377216025417252,0,2
Nicolás Eyzaguirre Guzmán,tema_nmf_03,0.06835098454173796,5.331376794255561,2,3
Nicolás Eyzaguirre Guzmán,tema_nmf_02,0.06718334195898815,5.240300672801076,2,4
Nicolás Eyzaguirre Guzmán,tema_nmf_10,0.06236874328831826,4.864761976488825,3,5
Nicolás Eyzaguirre Guzmán,tema_nmf_12,0.0445580031001129,3.4755242418088064,4,6
Nicolás Eyzaguirre Guzmán,tema_nmf_09,0.035615391838531935,2.7780005634054907,0,7
Nicolás Eyzaguirre Guzmán,tema_nmf_13,0.027820819660808124,2.1700239335430336,1,8
Nicolás Eyzaguirre Guzmán,tema_nmf_05,0.02774050460632509,2.163759359293357,0,9
Nicolás Eyzaguirre Guzmán,tema_nmf_08,0.02355256734271033,1.8371002527314055,0,10
Nicolás Eyzaguirre Guzmán,tema_nmf_14,0.016807173193906448,1.310959509124703,1,11
Nicolás Eyzaguirre Guzmán,tema_nmf_07,0.012866323120655764,1.0035732034111495,0,12
Nicolás Eyzaguirre Guzmán,tema_nmf_04,0.0065468588075302874,0.5106549869873624,0,13
Nicolás Eyzaguirre Guzmán,tema_nmf_11,0.003624691454745572,0.2827259334701546,0,14
Pablo García Silva,tema_nmf_04,0.18330499258857388,103.56732081254424,146,1
Pablo García Silva,tema_nmf_01,0.14633307542163376,82.67818761322307,105,2
Pablo García Silva,tema_nmf_02,0.10186586946607235,57.554216248330874,47,3
Pablo García Silva,tema_nmf_09,0.08313194255462818,46.96954754336492,38,4
Pablo García Silva,tema_nmf_10,0.07590089659279517,42.88400657492927,35,5
Pablo García Silva,tema_nmf_12,0.06913789705035073,39.06291183344816,34,6
Pablo García Silva,tema_nmf_03,0.06904480463260404,39.01031461742128,26,7
Pablo García Silva,tema_nmf_07,0.06569549385489742,37.117954028017046,22,8
Pablo García Silva,tema_nmf_05,0.06040476398093539,34.12869164922849,32,9
Pablo García Silva,tema_nmf_14,0.04445720609769746,25.118321445199065,35,10
Pablo García Silva,tema_nmf_08,0.04363595204870053,24.6543129075158,17,11
Pablo García Silva,tema_nmf_13,0.023231520274210646,13.125808954929015,14,12
Pablo García Silva,tema_nmf_06,0.02041537720603396,11.534688121409188,8,13
Pablo García Silva,tema_nmf_11,0.013440208230866522,7.593717650439586,6,14
Pablo Mattar Oyarzún,tema_nmf_06,0.3854350412787961,0.3854350412787961,1,1
Pablo Mattar Oyarzún,tema_nmf_05,0.14538848562001497,0.14538848562001497,0,2
Pablo Mattar Oyarzún,tema_nmf_11,0.11359088033681754,0.11359088033681754,0,3
Pablo Mattar Oyarzún,tema_nmf_04,0.09071733141624952,0.09071733141624952,0,4
Pablo Mattar Oyarzún,tema_nmf_01,0.07461217446411321,0.07461217446411321,0,5
Pablo Mattar Oyarzún,tema_nmf_07,0.0451449939632995,0.0451449939632995,0,6
Pablo Mattar Oyarzún,tema_nmf_13,0.04013719785422826,0.04013719785422826,0,7
