actor,topico_modelo,peso_medio,peso_total,n_dominante,ranking
Gloria Peña Tapia,tema_nmf_08,0.0,0.0,0,12
Gloria Peña Tapia,tema_nmf_11,0.0,0.0,0,13
Gloria Peña Tapia,tema_nmf_12,0.0,0.0,0,14
Igal Magendzo Weinberger,tema_nmf_01,0.19709052206739403,27.592673089435163,43,1
Igal Magendzo Weinberger,tema_nmf_02,0.1508276207589837,21.11586690625772,26,2
Igal Magendzo Weinberger,tema_nmf_07,0.11077970185212008,15.509158259296811,10,3
Igal Magendzo Weinberger,tema_nmf_09,0.10475752256898896,14.666053159658455,19,4
Igal Magendzo Weinberger,tema_nmf_03,0.07693720293525418,10.771208410935584,9,5
Igal Magendzo Weinberger,tema_nmf_10,0.07085492531314994,9.919689543840992,9,6
Igal Magendzo Weinberger,tema_nmf_12,0.0526976284899608,7.377667988594512,3,7
Igal Magendzo Weinberger,tema_nmf_05,0.0427703983643816,5.987855771013424,1,8
Igal Magendzo Weinberger,tema_nmf_04,0.038873759467966486,5.442326325515308,7,9
Igal Magendzo Weinberger,tema_nmf_14,0.036416417437908515,5.098298441307192,5,10
Igal Magendzo Weinberger,tema_nmf_08,0.03587058643038843,5.0218821002543805,0,11
Igal Magendzo Weinberger,tema_nmf_06,0.035004656167159864,4.9006518634023815,4,12
Igal Magendzo Weinberger,tema_nmf_11,0.03224046088580799,4.513664524013119,3,13
Igal Magendzo Weinberger,tema_nmf_13,0.014878597260535394,2.0830036164749552,1,14
Joaquín Vial Ruiz-Tagle,tema_nmf_02,0.15645996808732202,36.142252628171384,34,1
Joaquín Vial Ruiz-Tagle,tema_nmf_01,0.1561180410776977,36.06326748894817,48,2
Joaquín Vial Ruiz-Tagle,tema_nmf_03,0.11473884650049601,26.50467354161458,34,3
Joaquín Vial Ruiz-Tagle,tema_nmf_08,0.11161656965172284,25.783427589547976,27,4
Joaquín Vial Ruiz-Tagle,tema_nmf_09,0.09011365605453156,20.816254548596792,13,5
Joaquín Vial Ruiz-Tagle,tema_nmf_10,0.06279806764910978,14.50635362694436,10,6
Joaquín Vial Ruiz-Tagle,tema_nmf_07,0.06227088214018104,14.38457377438182,8,7
Joaquín Vial Ruiz-Tagle,tema_nmf_12,0.06160868465720934,14.231606155815358,9,8
Joaquín Vial Ruiz-Tagle,tema_nmf_13,0.049850363212927615,11.51543390218628,12,9
Joaquín Vial Ruiz-Tagle,tema_nmf_04,0.049631552475783866,11.464888621906073,25,10
Joaquín Vial Ruiz-Tagle,tema_nmf_05,0.02843480400495754,6.568439725145192,4,11
Joaquín Vial Ruiz-Tagle,tema_nmf_14,0.026876352508640948,6.208437429496059,4,12
Joaquín Vial Ruiz-Tagle,tema_nmf_11,0.019640496593379624,4.536954713070693,3,13
Joaquín Vial Ruiz-Tagle,tema_nmf_06,0.009841715386040098,2.273436254175263,0,14
Jorge Desormeaux Jiménez,tema_nmf_01,0.15802536624137373,34.923605939343595,44,1
Jorge Desormeaux Jiménez,tema_nmf_03,0.1238026315815452,27.360381579521487,24,2
Jorge Desormeaux Jiménez,tema_nmf_02,0.10300961457581372,22.76512482125483,17,3
Jorge Desormeaux Jiménez,tema_nmf_13,0.09216275103998868,20.3679679798375,25,4
Jorge Desormeaux Jiménez,tema_nmf_10,0.08258711697113048,18.251752850619837,17,5
Jorge Desormeaux Jiménez,tema_nmf_09,0.07491861398758813,16.557013691256977,14,6
Jorge Desormeaux Jiménez,tema_nmf_05,0.06705285775904349,14.81868156474861,15,7
Jorge Desormeaux Jiménez,tema_nmf_08,0.062192831985897666,13.744615868883384,11,8
Jorge Desormeaux Jiménez,tema_nmf_14,0.05387981847182704,11.907439882273776,24,9
Jorge Desormeaux Jiménez,tema_nmf_04,0.051287091071298266,11.334447126756917,7,10
Jorge Desormeaux Jiménez,tema_nmf_12,0.050381317600282784,11.134271189662496,11,11
Jorge Desormeaux Jiménez,tema_nmf_07,0.046618253287484215,10.302633976534011,7,12
Jorge Desormeaux Jiménez,tema_nmf_06,0.02529880164123859,5.5910351627137285,4,13
Jorge Desormeaux Jiménez,tema_nmf_11,0.008782933785488022,1.941028366592853,1,14
Jorge Pérez Etchegaray,tema_nmf_12,0.26043723672476166,0.781311710174285,1,1
Jorge Pérez Etchegaray,tema_nmf_13,0.19307519417223987,0.5792255825167196,1,2
Jorge Pérez Etchegaray,tema_nmf_02,0.17067789046380333,0.51203367139141,0,3
Jorge Pérez Etchegaray,tema_nmf_05,0.12193187308543185,0.36579561925629556,1,4
Jorge Pérez Etchegaray,tema_nmf_14,0.06663689270825564,0.19991067812476693,0,5
