ngram,conteo_hawkish,conteo_dovish,log_odds,z_score,distintivo_de
comenta el senor,68,12,1.3904463565882406,4.449336997954546,hawkish
los aumentos,56,5,2.068017099957597,4.447297175367218,hawkish
expansivas,72,14,1.2938168259373501,4.43732760941415,hawkish
12,74,15,1.2523688712217655,4.430341787867353,hawkish
senor presidente,97,26,0.9738231293504072,4.415435365721493,hawkish
tasa de politica,1005,567,0.23126638518381437,4.406498940067102,hawkish
continuar,139,47,0.7421114140845315,4.402916339888309,hawkish
de politica,2088,1271,0.15551425424384657,4.374454146041167,hawkish
precio de los,79,18,1.135810132994008,4.355449780261759,hawkish
le,307,140,0.4436204516128557,4.353804141489705,hawkish
distintas medidas de,60,9,1.5522733862636233,4.352344019846073,hawkish
el proceso de,122,39,0.7981113954932741,4.343665980516617,hawkish
encima de lo,56,7,1.7336870935174264,4.336264781081196,hawkish
por encima de lo,56,7,1.7336870935174264,4.336264781081196,hawkish
de la tendencia inflacionaria,54,3,2.5379517848643687,4.304315195104544,hawkish
el consejero senor marfan,57,8,1.6184471864090995,4.297069472487748,hawkish
una aceleracion,57,8,1.6184471864090995,4.297069472487748,hawkish
un incremento,80,19,1.0944459602683168,4.294746459007686,hawkish
el ipcx1,55,7,1.7157622518349278,4.2869064797086835,hawkish
tasa neutral,55,7,1.7157622518349278,4.2869064797086835,hawkish
que un,157,58,0.6537775839495605,4.25906673378159,hawkish
la normalizacion de la,60,10,1.447364657515477,4.246132725634612,hawkish
la inflacion del ipc,56,8,1.600829817740447,4.245461459130961,hawkish
el crecimiento de,108,33,0.8431626767999951,4.244078253418551,hawkish
novedades,110,34,0.8316868633792751,4.243480301275225,hawkish
el horizonte habitual,52,3,2.5006429404193646,4.235841112731015,hawkish
precios de los combustibles,51,5,1.9751429010569996,4.229238941877539,hawkish
el precio del petroleo,85,22,1.0087131190062912,4.2226827949449985,hawkish
con el,378,184,0.37849631095840053,4.214156607323736,hawkish
agregados monetarios,50,4,2.1769433605714745,4.2070945585768325,hawkish
inflacion del,115,37,0.7916750143542295,4.193398712600261,hawkish
las distintas medidas,55,8,1.5828935945486204,4.192963975687981,hawkish
base en la,59,10,1.4306236680819069,4.191814571694992,hawkish
puntos base en la,59,10,1.4306236680819069,4.191814571694992,hawkish
por lo anterior,61,11,1.3688949218223723,4.1868786547682,hawkish
panorama inflacionario,50,5,1.9554708617680454,4.183112910061514,hawkish
ritmo de normalizacion,56,2,2.973209327766078,4.170076881751651,hawkish
elevar la tasa,50,3,2.461854047015068,4.16469690291477,hawkish
favorable,88,24,0.9565276996532415,4.159114701467482,hawkish
segunda,128,44,0.7256522016595,4.15681962332729,hawkish
politica,2852,1790,0.12500352611925614,4.1484631895398225,hawkish
las distintas,73,17,1.1140383229527693,4.143007804167955,hawkish
agradece,114,37,0.7829596974213402,4.142781344110814,hawkish
25 puntos base hasta,56,9,1.4835736196046287,4.139889869165232,hawkish
del producto,56,9,1.4835736196046287,4.139889869165232,hawkish
la evolucion,323,153,0.40569213241694246,4.137221660692877,hawkish
rango,304,142,0.419650063034406,4.132119590060065,hawkish
empleo,211,89,0.5214665210181302,4.129531908699196,hawkish
en el horizonte habitual,49,3,2.441867381420133,4.128056716496191,hawkish
habitual de politica,49,3,2.441867381420133,4.128056716496191,hawkish
lado,250,111,0.4702784788764127,4.126841931883418,hawkish
expectativas de,498,258,0.3163002865365616,4.126788400341643,hawkish
ultimo informe de politica,62,12,1.2984045178119974,4.124326203714734,hawkish
las presiones inflacionarias,81,21,1.0070313566543625,4.1179999717505895,hawkish
otros precios,48,5,1.9149102870308088,4.088082272456207,hawkish
crecimiento del,140,51,0.6677534028584109,4.086893647441387,hawkish
del precio del petroleo,55,9,1.4656285808621483,4.084531701106446,hawkish
especificos,59,11,1.3356792204758783,4.074513758217104,hawkish
de la tasa de,360,176,0.37415678137694286,4.071366911291253,hawkish
shock,82,22,0.9728731237310306,4.057248816057764,hawkish
evolucion de,211,90,0.5103119346710283,4.057052859560933,hawkish
de alimentos,47,5,1.8939877178233608,4.039102771621532,hawkish
politica monetaria,2320,1441,0.13536250532120864,4.038689207278269,hawkish
en la reunion de,104,33,0.8055047071432,4.0362550185087045,hawkish
sesgo al,51,2,2.881291175995333,4.031098522356754,hawkish
sesgo al alza,51,2,2.881291175995333,4.031098522356754,hawkish
las distintas medidas de,50,7,1.620921543237623,4.026349177002697,hawkish
escenario,1180,692,0.19262447980846797,4.026048824889736,hawkish
evolucion,365,180,0.36549091012694923,4.016248022426689,hawkish
lo anterior,302,143,0.40605084348689857,4.003508412614546,hawkish
el horizonte habitual de,50,2,2.861810524114569,4.001689308791402,hawkish
subir la tpm,62,13,1.2186346101292926,4.001545979671425,hawkish
base hasta,89,26,0.8879564238733781,3.988022163014082,hawkish
puntos base hasta,89,26,0.8879564238733781,3.988022163014082,hawkish
de politica monetaria,1668,1012,0.158734875920719,3.9867077055958537,hawkish
monetaria en 25,175,71,0.5602644581319289,3.985510142744784,hawkish
politica monetaria en 25,175,71,0.5602644581319289,3.985510142744784,hawkish
la evolucion de,202,86,0.5121761427318017,3.9814777190411985,hawkish
el precio del,134,49,0.6639596182681711,3.9811650032114922,hawkish
senor marshall que,68,16,1.1037355001086802,3.978188154362624,hawkish
horizonte habitual de politica,49,2,2.841929927693611,3.971691503552619,hawkish
para mantener,49,7,1.6008129897864727,3.9712444663403796,hawkish
subir la tpm en,49,7,1.6008129897864727,3.9712444663403796,hawkish
precios internacionales,57,11,1.301314084250258,3.9585563589290884,hawkish
indica el senor consejero,45,5,1.8507645693337587,3.9380107766997536,hawkish
ahora,215,94,0.4856494324645446,3.9311158115591494,hawkish
jose,131,48,0.6619384153399359,3.9272660529460333,hawkish
jose de,131,48,0.6619384153399359,3.9272660529460333,hawkish
jose de gregorio,131,48,0.6619384153399359,3.9272660529460333,hawkish
crecimiento de,255,117,0.43749077937813396,3.921362604007719,hawkish
monetaria,2375,1484,0.12939096354401602,3.913201509760792,hawkish
monetaria en esta,52,9,1.409760037325075,3.912577343173536,hawkish
los agregados monetarios,47,2,2.800901867837009,3.909830895874655,hawkish
el informe,73,19,1.0031268627376004,3.900228594657682,hawkish
desanclaje de,44,5,1.8284228475181958,3.885808662008306,hawkish
en el escenario central,60,13,1.1859478438911246,3.882826674714504,hawkish
mayor precio,46,2,2.779718192854201,3.877914508365259,hawkish
senor jose,130,48,0.6542898418318543,3.877866889147858,hawkish
senor jose de,130,48,0.6542898418318543,3.877866889147858,hawkish
senor jose de gregorio,130,48,0.6542898418318543,3.877866889147858,hawkish
justificar,87,26,0.8652806262906001,3.876030906590307,hawkish
el aumento,139,53,0.6222057933505845,3.8579669285007836,hawkish
bien ancladas,47,7,1.5593289005075697,3.857732206254016,hawkish
la apreciacion del,49,8,1.4678761832972373,3.857486546676383,hawkish
politica monetaria en esta,51,9,1.390415782838467,3.853184775630111,hawkish
el dinamismo,68,17,1.0432846904387976,3.8528659858677416,hawkish
brechas,150,59,0.5911861083029883,3.850725122162975,hawkish
inflacionarias,353,176,0.3545446745452798,3.845421714025287,hawkish
incrementos,55,11,1.2657173958887444,3.838778183224374,hawkish
cabe,80,23,0.9039015637471781,3.8251843814219684,hawkish
el informe de,59,13,1.1691923831179434,3.822113182506703,hawkish
tasa de politica monetaria,946,548,0.2048507634173049,3.818797144614362,hawkish
aumentado,125,46,0.6576189388125151,3.8172607305826354,hawkish
de subir,61,14,1.1285493445958146,3.8139926431668263,hawkish
lo previsto,138,53,0.614998518224704,3.80945023127921,hawkish
anterior,480,254,0.2951302644928866,3.8066944187848293,hawkish
ultimo informe de,63,15,1.0919292169070385,3.8062945210610306,hawkish
ipcx,44,6,1.6470927952179029,3.7941754765708473,hawkish
su tendencia,41,4,1.9799600637955397,3.792916082865188,hawkish
senala el consejero,69,18,1.0008427094408567,3.786657938758842,hawkish
del precio del,71,19,0.9754187630602491,3.7813927658910242,hawkish
de los costos laborales,43,2,2.7132453825363587,3.777861305867652,hawkish
la inflacion del,77,22,0.9101137963877157,3.7694571705124673,hawkish
neutral,150,60,0.5744095638048723,3.7639857183426146,hawkish
el empleo,95,31,0.7775656396389881,3.763403143262642,hawkish
de oferta,83,25,0.8574486667869188,3.7629225116938056,hawkish
marshall que,93,30,0.789051112516006,3.762232478305095,hawkish
presiones inflacionarias,186,80,0.5019847010803691,3.757895872402476,hawkish
aumento de la tasa,47,8,1.4263694441884223,3.7369687859910954,hawkish
medidas,301,147,0.3751899854050258,3.7317792450907414,hawkish
de aumentar,49,9,1.3505584294904196,3.731062767417025,hawkish
en el informe,49,9,1.3505584294904196,3.731062767417025,hawkish
compensaciones,41,5,1.7581993659451012,3.721977099013637,hawkish
las alzas,41,5,1.7581993659451012,3.721977099013637,hawkish
lo proyectado,123,46,0.6415195771246172,3.7156461602808477,hawkish
el cierre,53,11,1.2287979113658203,3.7149291601286816,hawkish
compensacion inflacionaria,39,3,2.2157747407457293,3.714429639165534,hawkish
de tendencia,119,44,0.6528857282381484,3.704105746111607,hawkish
senor gerente de,86,27,0.8160927783887768,3.703681984804648,hawkish
las expectativas,690,388,0.23448628041270414,3.6981285224526914,hawkish
apreciacion,143,57,0.5779017706364886,3.6928385642574306,hawkish
consejero senor rodrigo,39,4,1.9302769793756909,3.6887456832759993,hawkish
consejero senor rodrigo vergara,39,4,1.9302769793756909,3.6887456832759993,hawkish
encima del,39,4,1.9302769793756909,3.6887456832759993,hawkish
subiendo,39,4,1.9302769793756909,3.6887456832759993,hawkish
un ritmo de,39,4,1.9302769793756909,3.6887456832759993,hawkish
compensacion,42,6,1.6007928345917843,3.6766371534609115,hawkish
el dinamismo de,42,6,1.6007928345917843,3.6766371534609115,hawkish
de alzas,46,8,1.4049463947099898,3.6748906114053153,hawkish
dependera de,46,8,1.4049463947099898,3.6748906114053153,hawkish
por subir la tpm,40,2,2.6418945791464097,3.670620111142999,hawkish
el ultimo informe de,48,9,1.3300133047965712,3.6682511725706965,hawkish
la tasa neutral,40,5,1.7336383673220617,3.6647712570140727,hawkish
habitual,99,34,0.7265477848204291,3.658997448918451,hawkish
elevada,71,20,0.9242569276535963,3.6556724801837635,hawkish
levemente,81,25,0.8331121824865679,3.645631129542442,hawkish
de la tasa,432,228,0.29774007171659633,3.640156050804977,hawkish
el consejero senor rodrigo,38,4,1.9044653626966692,3.634680092565102,hawkish
en el informe de,38,4,1.9044653626966692,3.634680092565102,hawkish
por encima del,38,4,1.9044653626966692,3.634680092565102,hawkish
energia,56,13,1.1171621733454042,3.634229702267381,hawkish
precios del,56,13,1.1171621733454042,3.634229702267381,hawkish
shocks de,56,13,1.1171621733454042,3.634229702267381,hawkish
rango meta en,39,2,2.6169003837705542,3.6330888301481603,hawkish
consejero senor marshall que,58,14,1.0782632782136776,3.6263423504911563,hawkish
presidente que,58,14,1.0782632782136776,3.6263423504911563,hawkish
marfan,211,96,0.4458781229893436,3.624955347367779,hawkish
necesarios,37,3,2.163565662556591,3.619146317722602,hawkish
meta de inflacion,62,16,1.011615939957549,3.612597965647447,hawkish
de los,1324,801,0.16152761967868923,3.611180432671919,hawkish
apreciacion del,64,17,0.9828199152199026,3.6068349817886887,hawkish
de aumentar la,39,5,1.7084523133338916,3.606164437019643,hawkish
mediciones,39,5,1.7084523133338916,3.606164437019643,hawkish
incremento de,66,18,0.9565045002001789,3.6018254386538056,hawkish
como se ha,49,10,1.2455726193044008,3.595664155454334,hawkish
dependera,49,10,1.2455726193044008,3.595664155454334,hawkish
desarrollos,92,31,0.7455441871526709,3.593930337258926,hawkish
inflacion la,74,22,0.8704669516884156,3.5889725909851675,hawkish
el senor gerente de,84,27,0.7926133879175286,3.5868584668088768,hawkish
reduciendo,51,11,1.1904538551758073,3.586734630342435,hawkish
del,4372,2853,0.08613592324541397,3.5815208455797034,hawkish
la intervencion,36,3,2.1363842379606197,3.569576333467588,hawkish
los precios,473,255,0.27652936029054054,3.5621934262104866,hawkish
senor presidente que,57,14,1.06091999733205,3.561865980462232,hawkish
con el proceso,37,2,2.5649043942574767,3.5550673400603214,hawkish
agradece el analisis,40,6,1.5522232694633598,3.5536165524055785,hawkish
los shocks,42,7,1.4473244850451454,3.5525147000365496,hawkish
base en la tasa,38,5,1.6826087306708573,3.5460879474644806,hawkish
la inflacion la,63,17,0.967111738799229,3.54322735187934,hawkish
mediano largo,46,9,1.2876023947943764,3.538904239074376,hawkish
senala el consejero senor,65,18,0.9412750501375662,3.538589594675268,hawkish
parece,365,189,0.3167648257352651,3.537599486942626,hawkish
alto,91,31,0.7346375103678628,3.5364272590495056,hawkish
esto,277,136,0.3698731270870361,3.5354751044394814,hawkish
elevados,89,30,0.7451801725316827,3.5336008766944302,hawkish
que como,79,25,0.80816610857749,3.5258749857767966,hawkish
escenario central de,36,4,1.850726329170783,3.5222434101194424,hawkish
vigor,36,4,1.850726329170783,3.5222434101194424,hawkish
precio de,108,40,0.6511995209125647,3.5218023842206265,hawkish
senor marfan que,48,1,3.499080127175711,3.518391747118199,hawkish
un aumento de la,52,12,1.1230727778343574,3.5121207897448015,hawkish
senor vicepresidente,102,37,0.6719573492390953,3.504954414252892,hawkish
el senor presidente que,56,14,1.043268990477669,3.496378540873805,hawkish
en 50 puntos base,115,44,0.6187575993377123,3.494027614829714,hawkish
la inflacion,1346,820,0.15456851621417034,3.491739586763779,hawkish
mayores presiones,39,6,1.5270159888962276,3.489890490885931,hawkish
embargo,383,201,0.30336751477345647,3.485833372573965,hawkish
sin embargo,383,201,0.30336751477345647,3.485833372573965,hawkish
la apreciacion del peso,37,5,1.656072547838109,3.484468022397024,hawkish
desanclaje,60,16,0.9789114220880535,3.483783050910169,hawkish
aumentos en,43,8,1.3377553827980186,3.4807826648197295,hawkish
alza de la,62,17,0.951151673888992,3.478735546098445,hawkish
de estos,88,30,0.7339038038269017,3.475121214447972,hawkish
hace un mes,45,9,1.2656980461428127,3.472272292008331,hawkish
mediano largo plazo,45,9,1.2656980461428127,3.472272292008331,hawkish
monetaria en 25 puntos,133,54,0.5595009708303742,3.4706694090707613,hawkish
ubican,68,20,0.8811877742006615,3.46839148562857,hawkish
continuan,142,59,0.5364716232565705,3.466750504859674,hawkish
senor gerente de division,78,25,0.7954548004211475,3.4650418658709756,hawkish
compensaciones inflacionarias,35,4,1.822719791307911,3.4637180359395447,hawkish
pausado,35,4,1.822719791307911,3.4637180359395447,hawkish
crecimiento,973,577,0.1814436388366154,3.4557708535159346,hawkish
ajustes,200,92,0.43490927675298785,3.4553524599017944,hawkish
el gasto,51,12,1.103711171126566,3.4451561054892315,hawkish
el senor vicepresidente,99,36,0.6695061201528034,3.443522202858936,hawkish
del rango meta en,34,2,2.4813200103034063,3.4297970643860793,hawkish
el objetivo,36,5,1.6288058103692435,3.4212253169231475,hawkish
inflacion de corto plazo,36,5,1.6288058103692435,3.4212253169231475,hawkish
de un aumento,40,7,1.3987247389598636,3.4207180289945467,hawkish
vittorio,33,3,2.050026507917174,3.412267669604508,hawkish
vittorio corbo,33,3,2.050026507917174,3.412267669604508,hawkish
la expansion,34,4,1.7938967731472584,3.4035413082438777,hawkish
los aumentos de,34,4,1.7938967731472584,3.4035413082438777,hawkish
inflacionarios,73,23,0.8125437978292993,3.402029699427424,hawkish
es por subir,43,1,3.392257996710695,3.4015246493370808,hawkish
es por subir la,43,1,3.392257996710695,3.4015246493370808,hawkish
apreciacion del peso,48,11,1.1300135063494867,3.3856247939529034,hawkish
cierre de brechas,48,11,1.1300135063494867,3.3856247939529034,hawkish
consejero que en,33,2,2.4517917814393346,3.3855850294322556,hawkish
dependera de la,33,2,2.4517917814393346,3.3855850294322556,hawkish
presidente senor vittorio,33,2,2.4517917814393346,3.3855850294322556,hawkish
presidente senor vittorio corbo,33,2,2.4517917814393346,3.3855850294322556,hawkish
senor consejero que en,33,2,2.4517917814393346,3.3855850294322556,hawkish
senor corbo,33,2,2.4517917814393346,3.3855850294322556,hawkish
senor vittorio,33,2,2.4517917814393346,3.3855850294322556,hawkish
senor vittorio corbo,33,2,2.4517917814393346,3.3855850294322556,hawkish
elevar la tasa de,42,1,3.369364559620884,3.3765784327872344,hawkish
schmidt,42,1,3.369364559620884,3.3765784327872344,hawkish
subir la tasa en,42,1,3.369364559620884,3.3765784327872344,hawkish
internacionales,172,77,0.4620129654623586,3.3724636456895967,hawkish
presiones,309,158,0.3293249083072398,3.36996867091681,hawkish
senor desormeaux,52,13,1.043263123614409,3.3691808630015876,hawkish
mayores,274,137,0.351682347098623,3.363736486304901,hawkish
el dinamismo de la,32,3,2.019473101646886,3.356681454531771,hawkish
de mediano largo,39,7,1.3735023932342525,3.3524869452254293,hawkish
de mediano largo plazo,39,7,1.3735023932342525,3.3524869452254293,hawkish
puntos base en,182,83,0.44352463701818046,3.3515677733383287,hawkish
pese,58,16,0.9450955952771203,3.351168670206347,hawkish
servicios,58,16,0.9450955952771203,3.351168670206347,hawkish
consejero senor marfan que,41,1,3.3459045105250897,3.351048568790426,hawkish
hebbel,41,1,3.3459045105250897,3.351048568790426,hawkish
schmidt hebbel,41,1,3.3459045105250897,3.351048568790426,hawkish
en 50 puntos,116,46,0.5830315783953566,3.349348787649561,hawkish
lo anterior el,101,38,0.6355079475541459,3.342727471235531,hawkish
el centro,33,4,1.7642085222402546,3.341619331228006,hawkish
que respecto,33,4,1.7642085222402546,3.341619331228006,hawkish
proyectado en,76,25,0.769534969683912,3.3414009015357746,hawkish
dentro,125,51,0.5546281144609235,3.341141392515552,hawkish
con el proceso de,32,2,2.4213450717756473,3.3400206519258724,hawkish
el presidente senor vittorio,32,2,2.4213450717756473,3.3400206519258724,hawkish
dinamismo de la,74,24,0.7836557442948298,3.3398239668650045,hawkish
agregados,66,20,0.8514039273779002,3.3395809027268912,hawkish
el aumento de,68,21,0.8325130222632176,3.338646628229119,hawkish
dinamismo de,95,35,0.6564571375394461,3.3233233060052534,hawkish
de investigacion economica,49,12,1.0638191972285203,3.3076326195377206,hawkish
gerente de investigacion economica,49,12,1.0638191972285203,3.3076326195377206,hawkish
investigacion economica,49,12,1.0638191972285203,3.3076326195377206,hawkish
50,366,194,0.2934196120187105,3.306596297840709,hawkish
de expectativas,193,90,0.4212792814065587,3.3033130101421144,hawkish
investigacion,51,13,1.0238975836927757,3.300098122859778,hawkish
el entorno externo,31,3,1.9879428630567908,3.2993590576349305,hawkish
inflacion en torno,31,3,1.9879428630567908,3.2993590576349305,hawkish
subyacente ipcx1,31,3,1.9879428630567908,3.2993590576349305,hawkish
tarifas,31,3,1.9879428630567908,3.2993590576349305,hawkish
un alza de la,31,3,1.9879428630567908,3.2993590576349305,hawkish
acelerar,31,2,2.3899215478533247,3.2930186343736687,hawkish
un cierre,34,5,1.5719124422525486,3.2895228092744477,hawkish
ipc se,36,6,1.4473059151751002,3.2889698345980984,hawkish
producto,133,56,0.5231977645678025,3.287417595736344,hawkish
proyectado en el,57,16,0.9277468860561164,3.2833691657554356,hawkish
el informe de politica,38,7,1.3476225547545493,3.282603769281851,hawkish
los agregados,59,17,0.9016761853903823,3.279714493792554,hawkish
el ritmo de normalizacion,38,1,3.271833797136493,3.2706534145066106,hawkish
baja,209,465,-1.139662213555007,-13.697050134469889,dovish
desaceleracion,190,347,-0.9424052767053182,-10.450346216863812,dovish
la baja,141,290,-1.0609954798664578,-10.342994066482603,dovish
bajar,12,161,-2.9285786847854105,-9.830173867924104,dovish
reduccion de,43,148,-1.574718737650926,-9.10091751134878,dovish
tpm,432,549,-0.5803510811621635,-9.029789622278942,dovish
mes de,102,213,-1.0760825633527267,-8.944308733471843,dovish
reducir la,32,129,-1.7323458714570474,-8.78423534942572,dovish
la tpm,415,523,-0.5719684697847782,-8.70639370024652,dovish
su,1614,1558,-0.3060207991170545,-8.621938101907796,dovish
bajar la,7,139,-3.31638175768812,-8.617478264902148,dovish
expresa que,114,216,-0.978993059350306,-8.46345813629521,dovish
expresa,131,232,-0.9115656458974462,-8.347332337650448,dovish
una reduccion,41,130,-1.492833988068499,-8.344032343784795,dovish
presidente senor rodrigo,15,102,-2.253269180310861,-8.166978791361366,dovish
presidente senor rodrigo vergara,15,102,-2.253269180310861,-8.166978791361366,dovish
reduccion,108,202,-0.9660531673406512,-8.11056712955123,dovish
una reduccion de,18,99,-2.041965076721519,-7.9840610892362855,dovish
recorte,10,96,-2.596229830399542,-7.838200734355462,dovish
del mes de,49,128,-1.2994807533935742,-7.743100427777265,dovish
de desaceleracion,22,96,-1.8112932541828606,-7.674559098954925,dovish
reducir,79,161,-1.0516981302457467,-7.662551644818806,dovish
el presidente senor rodrigo,14,89,-2.186198142721093,-7.620171003481624,dovish
ciclo,62,138,-1.1396903939400076,-7.460878122678912,dovish
reducir la tasa,7,87,-2.852568769803506,-7.290775868100987,dovish
operaciones,31,98,-1.4898123268099557,-7.2381775901517145,dovish
caida,77,149,-0.9999489046226273,-7.130379761429262,dovish
datos,88,159,-0.9314879853180997,-7.01626610656841,dovish
recuperacion,126,199,-0.7971685179579531,-7.007066596061398,dovish
anade que,49,115,-1.1925628764767549,-6.996863697166028,dovish
bajas,39,102,-1.30064496068721,-6.9153034521842205,dovish
anade,66,132,-1.0328850235262284,-6.857029090669233,dovish
inicia su,42,104,-1.2460611335997616,-6.822082046259006,dovish
bajar la tasa,5,80,-3.102781624644445,-6.766650861044912,dovish
expuesto,50,112,-1.1460042974642572,-6.743843589179476,dovish
reducir la tasa de,5,79,-3.090331522397438,-6.736555870944317,dovish
depreciacion,72,136,-0.9758188803291965,-6.700684475971437,dovish
lo expuesto,36,95,-1.3095648250474738,-6.697876907372879,dovish
desaceleracion de,37,95,-1.2822187073456917,-6.623107944130555,dovish
inicia,45,104,-1.1771926189883608,-6.603443631331524,dovish
en razon,24,79,-1.5301038641274793,-6.572611740191542,dovish
en razon de,24,79,-1.5301038641274793,-6.572611740191542,dovish
en anual,26,81,-1.4751919666015745,-6.55208236162717,dovish
rebaja,6,69,-2.775482917618522,-6.545966391607244,dovish
baja de,17,70,-1.7533944039323828,-6.494127222686382,dovish
un recorte,5,71,-2.9845942247953143,-6.480998120145123,dovish
los datos,53,111,-1.078877853746862,-6.4672268595644455,dovish
razon de,28,82,-1.4134907402501966,-6.4647555815585935,dovish
en este sentido,45,99,-1.128000359385032,-6.2796048199132715,dovish
este sentido,45,99,-1.128000359385032,-6.2796048199132715,dovish
inicia su intervencion,36,88,-1.2331603004119742,-6.238938156645632,dovish
su intervencion,60,115,-0.9903720554498516,-6.223762359806738,dovish
rectora,13,61,-1.883620736019573,-6.176197389461209,dovish
tasa rectora,13,61,-1.883620736019573,-6.176197389461209,dovish
la desaceleracion,53,106,-1.0328549616043734,-6.144545424651734,dovish
relajamiento,7,58,-2.4497819719228424,-6.139683623912426,dovish
la tasa rectora,13,60,-1.8671425066713354,-6.113077204651782,dovish
desaceleracion de la,24,72,-1.437521112395899,-6.10561942363121,dovish
consigna,12,59,-1.9301679505754272,-6.10549405337004,dovish
financiamiento,32,81,-1.2679808676007855,-6.078705907737215,dovish
minimo,6,57,-2.585723409542245,-6.043799236128277,dovish
consigna que,11,57,-1.9825062601713768,-6.030721451339409,dovish
mantener la tpm,42,91,-1.1127487417401962,-5.970264131260423,dovish
del mes,109,162,-0.7364381133325644,-5.94882109126927,dovish
recorte de,6,53,-2.513397751286176,-5.852489219374526,dovish
prolongado,40,87,-1.116576016244025,-5.849975434145299,dovish
la depreciacion,35,81,-1.1785331159529093,-5.831544505619876,dovish
sesgo la,11,52,-1.8910004599312877,-5.707327597575076,dovish
deterioro,74,122,-0.8399682378837383,-5.704969350379734,dovish
nivel,385,410,-0.40364501797897745,-5.69146452442454,dovish
resalta,9,50,-2.051874790592562,-5.677540640916977,dovish
china,36,80,-1.1380094092665995,-5.67540341415157,dovish
un periodo,20,61,-1.4539962605969894,-5.649204035789505,dovish
debilidad,72,119,-0.8424631355372281,-5.646730745488574,dovish
operaciones financieras,27,69,-1.2775019628200859,-5.6332126321243825,dovish
perspectivas,239,279,-0.4953111599736957,-5.623452612812729,dovish
monetaria en anual,17,57,-1.5484667110082473,-5.610148794179661,dovish
politica monetaria en anual,17,57,-1.5484667110082473,-5.610148794179661,dovish
periodo,55,100,-0.9376846781464785,-5.589997660292306,dovish
concerniente,4,51,-2.8777690726843232,-5.565982318713991,dovish
plantea,184,227,-0.5504810497904424,-5.553094846062802,dovish
flap,5,48,-2.596095002489051,-5.54232228484388,dovish
credito,101,147,-0.7155151391430952,-5.5401129953431045,dovish
manifiesta que,216,256,-0.5104303184987762,-5.528430242924107,dovish
en lo concerniente,4,50,-2.8581285734799007,-5.523532392704832,dovish
lo concerniente,4,50,-2.8581285734799007,-5.523532392704832,dovish
en razon de lo,18,57,-1.4914425968969311,-5.522702986591711,dovish
razon de lo,18,57,-1.4914425968969311,-5.522702986591711,dovish
sesgo la baja,8,47,-2.1075551542325552,-5.521618440587761,dovish
ciclo de,19,58,-1.4548516878481283,-5.509997070858218,dovish
de division operaciones financieras,25,65,-1.2947044975906863,-5.506879305458969,dovish
de division operaciones,26,66,-1.2707990054619245,-5.493681336727164,dovish
una baja,14,52,-1.6505476869693378,-5.489048168283027,dovish
reduccion de la,22,61,-1.3588895707922237,-5.469815069687034,dovish
de lo expuesto,28,68,-1.2266301243131057,-5.467892181146562,dovish
baja en,53,96,-0.933905200745416,-5.4616256003525665,dovish
division operaciones financieras,26,65,-1.255559116771618,-5.415980431048493,dovish
division operaciones,27,66,-1.2331298681876603,-5.402959164363167,dovish
caida de,17,54,-1.4945212959558187,-5.380194963100608,dovish
trimestre,244,278,-0.4710402075223401,-5.373135573623379,dovish
senor rodrigo vergara,64,106,-0.8445456176191186,-5.3390651795704205,dovish
patrones,8,44,-2.041845553700913,-5.32250134870542,dovish
de bajar,5,43,-2.48674680129969,-5.278295116769825,dovish
la flap,5,43,-2.48674680129969,-5.278295116769825,dovish
manifiesta,326,348,-0.4059985844231093,-5.270827571343442,dovish
rodrigo vergara,65,106,-0.8290632392165183,-5.266481462421311,dovish
gerente de division operaciones,26,63,-1.2243621349513667,-5.257508353478141,dovish
sesgo,249,279,-0.45436389429311763,-5.215258000407469,dovish
plantea que,157,194,-0.5520531140150204,-5.146002628541943,dovish
en su opinion,235,265,-0.4607338933939591,-5.145285080343647,dovish
las perspectivas,182,217,-0.5163883404367189,-5.140974646294532,dovish
de financiamiento,17,51,-1.437486054695345,-5.138543178575062,dovish
su opinion,242,271,-0.45378165286539396,-5.134140467383295,dovish
recortes,10,43,-1.7965425844916254,-5.124961213416324,dovish
que,14759,11177,-0.06415082165557573,-5.119619380426905,dovish
en lo,210,242,-0.4823820140049957,-5.118320849893306,dovish
local,31,67,-1.1102377411955455,-5.115622700256399,dovish
introducir,19,53,-1.3648855402889417,-5.109741224320532,dovish
mercado,773,716,-0.26436749274395144,-5.1002653787009775,dovish
un recorte de,3,44,-3.0165000887161586,-5.080118244683493,dovish
opinion,303,323,-0.40459992240021236,-5.06229007178083,dovish
vergara,68,106,-0.7840052564240185,-5.049714342475058,dovish
constancia,8,40,-1.9468686209290649,-5.035536600583473,dovish
tenor,7,39,-2.0546836269435005,-5.0151350808179584,dovish
rebaja de,3,42,-2.9704124677309096,-4.993839033148615,dovish
un nivel,62,99,-0.808019277382666,-4.99276001492145,dovish
al ambito,4,39,-2.6114567211205877,-4.990475361837068,dovish
inicia su intervencion agradeciendo,16,48,-1.437480512371737,-4.985104903020978,dovish
juicio,201,231,-0.4796602841003752,-4.976042870625631,dovish
resalta que,3,41,-2.946531287655194,-4.9491338422006095,dovish
reduccion de la tasa,7,38,-2.0288032910940768,-4.941856536149933,dovish
la baja en,42,77,-0.9459451697543919,-4.935191164937345,dovish
concerniente al,4,38,-2.585644607071851,-4.934713523203741,dovish
