tipo_actor,actor,anio,n_intervenciones,n_hawkish,n_dovish,n_neutral,proporcion_hawkish,proporcion_dovish,proporcion_neutral,tono_neto_general,balance_direccional,cobertura_direccional,score_hd_continuo_medio
miembro_consejo,Pablo García Silva,2014,52.0,0.0,10.0,42.0,0.0,0.19230769230769232,0.8076923076923077,-0.19230769230769232,-1.0,0.19230769230769232,-0.11423141299084134
miembro_consejo,Pablo García Silva,2015,48.0,4.0,2.0,42.0,0.08333333333333333,0.041666666666666664,0.875,0.041666666666666664,0.3333333333333333,0.125,-0.009201764977212385
miembro_consejo,Rodrigo Vergara Montes,2010,55.0,8.0,0.0,47.0,0.14545454545454545,0.0,0.8545454545454545,0.14545454545454545,1.0,0.14545454545454545,0.08394876001291225
miembro_consejo,Rodrigo Vergara Montes,2011,71.0,6.0,1.0,64.0,0.08450704225352113,0.014084507042253521,0.9014084507042254,0.07042253521126761,0.7142857142857143,0.09859154929577464,0.05524709667556336
miembro_consejo,Rodrigo Vergara Montes,2012,227.0,0.0,2.0,225.0,0.0,0.00881057268722467,0.9911894273127754,-0.00881057268722467,-1.0,0.00881057268722467,-0.020549287366975807
miembro_consejo,Rodrigo Vergara Montes,2013,230.0,0.0,14.0,216.0,0.0,0.06086956521739131,0.9391304347826087,-0.06086956521739131,-1.0,0.06086956521739131,-0.0534705972836919
miembro_consejo,Rodrigo Vergara Montes,2014,217.0,1.0,22.0,194.0,0.004608294930875576,0.10138248847926268,0.8940092165898618,-0.0967741935483871,-0.9130434782608695,0.10599078341013825,-0.08450328928443224
miembro_consejo,Rodrigo Vergara Montes,2015,226.0,3.0,9.0,214.0,0.01327433628318584,0.03982300884955752,0.9469026548672567,-0.02654867256637168,-0.5,0.05309734513274336,-0.017559498683183544
miembro_consejo,Sebastián Claro Edwards,2007,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,0.0,0.06320172005029788
miembro_consejo,Sebastián Claro Edwards,2008,60.0,11.0,1.0,48.0,0.18333333333333332,0.016666666666666666,0.8,0.16666666666666666,0.8333333333333334,0.2,0.09710108385922413
miembro_consejo,Sebastián Claro Edwards,2009,61.0,0.0,9.0,52.0,0.0,0.14754098360655737,0.8524590163934426,-0.14754098360655737,-1.0,0.14754098360655737,-0.07953839480585544
miembro_consejo,Sebastián Claro Edwards,2010,86.0,5.0,0.0,81.0,0.05813953488372093,0.0,0.9418604651162791,0.05813953488372093,1.0,0.05813953488372093,0.011106546783298032
miembro_consejo,Sebastián Claro Edwards,2011,107.0,7.0,2.0,98.0,0.06542056074766354,0.018691588785046728,0.9158878504672897,0.04672897196261682,0.5555555555555556,0.08411214953271028,0.012989856461855959
miembro_consejo,Sebastián Claro Edwards,2012,75.0,0.0,1.0,74.0,0.0,0.013333333333333334,0.9866666666666667,-0.013333333333333334,-1.0,0.013333333333333334,-0.03224637088707604
miembro_consejo,Sebastián Claro Edwards,2013,65.0,0.0,3.0,62.0,0.0,0.046153846153846156,0.9538461538461539,-0.046153846153846156,-1.0,0.046153846153846156,-0.08677341217380782
miembro_consejo,Sebastián Claro Edwards,2014,69.0,0.0,10.0,59.0,0.0,0.14492753623188406,0.855072463768116,-0.14492753623188406,-1.0,0.14492753623188406,-0.1011430997831954
miembro_consejo,Sebastián Claro Edwards,2015,66.0,3.0,3.0,60.0,0.045454545454545456,0.045454545454545456,0.9090909090909091,0.0,0.0,0.09090909090909091,-0.02422473000905317
miembro_consejo,Vittorio Corbo Lioi,2005,145.0,14.0,0.0,131.0,0.09655172413793103,0.0,0.903448275862069,0.09655172413793103,1.0,0.09655172413793103,0.0800122685841682
miembro_consejo,Vittorio Corbo Lioi,2006,152.0,8.0,0.0,144.0,0.05263157894736842,0.0,0.9473684210526315,0.05263157894736842,1.0,0.05263157894736842,0.05047981119544996
miembro_consejo,Vittorio Corbo Lioi,2007,158.0,7.0,1.0,150.0,0.04430379746835443,0.006329113924050633,0.9493670886075949,0.0379746835443038,0.75,0.05063291139240506,0.02870763559785756
staff_tecnico,Alberto Naudon Dell'Oro,2014,12.0,0.0,6.0,6.0,0.0,0.5,0.5,-0.5,-1.0,0.5,-0.2592521298152999
staff_tecnico,Alberto Naudon Dell'Oro,2015,104.0,6.0,2.0,96.0,0.057692307692307696,0.019230769230769232,0.9230769230769231,0.038461538461538464,0.5,0.07692307692307693,-0.002810469304376961
staff_tecnico,Alfredo Pistelli,2014,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,-0.015563230827632706
staff_tecnico,Ari Aisen,2010,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0003224493863385105
staff_tecnico,Beltrán de Ramón Acevedo,2005,6.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,,0.0,-0.013058658713313236
staff_tecnico,Beltrán de Ramón Acevedo,2006,10.0,2.0,0.0,8.0,0.2,0.0,0.8,0.2,1.0,0.2,0.12065649245068222
staff_tecnico,Beltrán de Ramón Acevedo,2007,26.0,3.0,2.0,21.0,0.11538461538461539,0.07692307692307693,0.8076923076923077,0.038461538461538464,0.2,0.19230769230769232,0.0046329093100835154
staff_tecnico,Beltrán de Ramón Acevedo,2008,16.0,5.0,3.0,8.0,0.3125,0.1875,0.5,0.125,0.25,0.5,-0.0172153553622149
staff_tecnico,Beltrán de Ramón Acevedo,2009,23.0,0.0,5.0,18.0,0.0,0.21739130434782608,0.782608695652174,-0.21739130434782608,-1.0,0.21739130434782608,-0.20192691556065392
staff_tecnico,Beltrán de Ramón Acevedo,2010,25.0,2.0,1.0,22.0,0.08,0.04,0.88,0.04,0.3333333333333333,0.12,-0.04012186814247545
staff_tecnico,Beltrán de Ramón Acevedo,2011,26.0,2.0,4.0,20.0,0.07692307692307693,0.15384615384615385,0.7692307692307693,-0.07692307692307693,-0.3333333333333333,0.23076923076923078,-0.09799895116718603
staff_tecnico,Beltrán de Ramón Acevedo,2012,10.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,,0.0,-0.0939625064865099
staff_tecnico,Beltrán de Ramón Acevedo,2013,9.0,0.0,3.0,6.0,0.0,0.3333333333333333,0.6666666666666666,-0.3333333333333333,-1.0,0.3333333333333333,-0.375279439699143
staff_tecnico,Beltrán de Ramón Acevedo,2014,19.0,0.0,7.0,12.0,0.0,0.3684210526315789,0.631578947368421,-0.3684210526315789,-1.0,0.3684210526315789,-0.38328862285309173
staff_tecnico,Beltrán de Ramón Acevedo,2015,13.0,0.0,1.0,12.0,0.0,0.07692307692307693,0.9230769230769231,-0.07692307692307693,-1.0,0.07692307692307693,-0.08804714276866954
staff_tecnico,Camilo Carrasco Alfonso,2005,4.0,2.0,0.0,2.0,0.5,0.0,0.5,0.5,1.0,0.5,0.4341870503000688
staff_tecnico,Claudio Raddatz Kiefer,2012,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,-0.007772178873487391
staff_tecnico,Claudio Raddatz Kiefer,2013,5.0,0.0,2.0,3.0,0.0,0.4,0.6,-0.4,-1.0,0.4,-0.24600368913068196
staff_tecnico,Claudio Raddatz Kiefer,2014,10.0,0.0,2.0,8.0,0.0,0.2,0.8,-0.2,-1.0,0.2,-0.14224794498999108
staff_tecnico,Claudio Raddatz Kiefer,2015,4.0,0.0,1.0,3.0,0.0,0.25,0.75,-0.25,-1.0,0.25,-0.07916386286346208
staff_tecnico,Claudio Soto Gamboa,2008,73.0,0.0,0.0,73.0,0.0,0.0,1.0,0.0,,0.0,0.009773928384663863
staff_tecnico,Claudio Soto Gamboa,2009,159.0,0.0,1.0,158.0,0.0,0.006289308176100629,0.9937106918238994,-0.006289308176100629,-1.0,0.006289308176100629,-0.006381610778941801
staff_tecnico,Claudio Soto Gamboa,2010,210.0,0.0,0.0,210.0,0.0,0.0,1.0,0.0,,0.0,0.00367272807171955
staff_tecnico,Claudio Soto Gamboa,2011,158.0,3.0,0.0,155.0,0.0189873417721519,0.0,0.9810126582278481,0.0189873417721519,1.0,0.0189873417721519,0.003976463967174473
staff_tecnico,Claudio Soto Gamboa,2012,126.0,0.0,0.0,126.0,0.0,0.0,1.0,0.0,,0.0,-0.011411336964503211
staff_tecnico,Claudio Soto Gamboa,2013,68.0,0.0,0.0,68.0,0.0,0.0,1.0,0.0,,0.0,-0.026339404208966112
staff_tecnico,Claudio Soto Gamboa,2014,7.0,0.0,1.0,6.0,0.0,0.14285714285714285,0.8571428571428571,-0.14285714285714285,-1.0,0.14285714285714285,-0.19508146486126737
staff_tecnico,Diego Gianelli Gómez,2015,62.0,0.0,0.0,62.0,0.0,0.0,1.0,0.0,,0.0,-0.016841977123537515
staff_tecnico,Elías Albagli Iruretagoyena,2015,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,0.0027445110288821266
staff_tecnico,Enrique Orellana Cifuentes,2008,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,-1.4999222373131976e-05
staff_tecnico,Enrique Orellana Cifuentes,2011,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,0.0,-0.007407202960378503
staff_tecnico,Enrique Orellana Cifuentes,2014,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,0.0,-0.014790394165826318
staff_tecnico,Esteban Jadresic Marinovic,2005,26.0,3.0,0.0,23.0,0.11538461538461539,0.0,0.8846153846153846,0.11538461538461539,1.0,0.11538461538461539,0.11171833489981647
staff_tecnico,Esteban Jadresic Marinovic,2006,21.0,5.0,1.0,15.0,0.23809523809523808,0.047619047619047616,0.7142857142857143,0.19047619047619047,0.6666666666666666,0.2857142857142857,0.12905311032747266
staff_tecnico,Esteban Jadresic Marinovic,2007,40.0,3.0,3.0,34.0,0.075,0.075,0.85,0.0,0.0,0.15,-0.03383823642016038
staff_tecnico,Felipe Jaque,2008,9.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,,0.0,-0.00019511085233017296
staff_tecnico,Felipe Jaque,2010,11.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,,0.0,0.002666037895800401
staff_tecnico,Gloria Peña Tapia,2015,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,0.0,-0.0018474893891528496
staff_tecnico,Igal Magendzo Weinberger,2006,47.0,2.0,0.0,45.0,0.0425531914893617,0.0,0.9574468085106383,0.0425531914893617,1.0,0.0425531914893617,0.033202318498834364
staff_tecnico,Igal Magendzo Weinberger,2007,68.0,1.0,0.0,67.0,0.014705882352941176,0.0,0.9852941176470589,0.014705882352941176,1.0,0.014705882352941176,0.03663448442825306
staff_tecnico,Igal Magendzo Weinberger,2008,21.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,,0.0,0.012625948644324082
staff_tecnico,Jorge Pérez Etchegaray,2005,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,,0.0,0.0057962991300441165
staff_tecnico,Kevin Cowan Logan,2008,14.0,2.0,1.0,11.0,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.07142857142857142,0.3333333333333333,0.21428571428571427,0.007764857700072367
staff_tecnico,Kevin Cowan Logan,2009,33.0,0.0,4.0,29.0,0.0,0.12121212121212122,0.8787878787878788,-0.12121212121212122,-1.0,0.12121212121212122,-0.08825801148798829
staff_tecnico,Kevin Cowan Logan,2010,20.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,,0.0,-0.009674595802471082
staff_tecnico,Kevin Cowan Logan,2011,11.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,,0.0,-0.022795179637959972
staff_tecnico,Kevin Cowan Logan,2012,21.0,0.0,0.0,21.0,0.0,0.0,1.0,0.0,,0.0,-0.04081945195627106
staff_tecnico,Kevin Cowan Logan,2013,12.0,0.0,1.0,11.0,0.0,0.08333333333333333,0.9166666666666666,-0.08333333333333333,-1.0,0.08333333333333333,-0.11120327784938715
staff_tecnico,Kevin Cowan Logan,2014,5.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,,0.0,-0.05122746174435679
