intervencion_id,meeting_id,fecha,anio,actor,cargo,grupo_actor,topico,keywords,largo_palabras,flag_cotejo,detalle_cotejo,texto
RPM-2007-02-08:1103:1,RPM-2007-02-08,2007-02-08,2007,Consejo del Banco Central de Chile,Consejo,consejo_entidad,acuerdo_comunicado,apertura_cierre,15,False,,El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17:15 horas.
RPM-2007-04-12:1194:1,RPM-2007-04-12,2007-04-12,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,staff_tecnico,inflacion,inflacion,97,False,,"El Gerente de División Estudios señor Rodrigo Valdés cree que a estos indicadores se les está pidiendo más información que la que tienen. En efecto, se trata del primer trimestre y no del cuarto. Señala que en este último recién se supo lo que sucedía. Agrega, que ahora se cuenta con el Imacec de marzo y nos estamos preguntando por los inventarios de marzo y eso no es posible. Indica que en dos meses más se van a tener las cuentas que van a recibir esos datos y se está tratando de obtener más información de esto."
RPM-2007-05-10:1233:2,RPM-2007-05-10,2007-05-10,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,consejo_votante,debate,debate,43,False,,"Respecto de los Costos Laborales Unitarios, el Vicepresidente señor José De Gregorio señala que le llama la atención que éstos efectivamente aumentan, pero respecto de los indicadores nuevos subyacentes, indica que dos de ellos apuntan hacia la baja y que uno se mantiene."
RPM-2007-05-10:1241:1,RPM-2007-05-10,2007-05-10,2007,Vittorio Corbo Lioi,Presidente del Banco Central,consejo_votante,debate,debate,53,False,,"El Presidente señor Vittorio Corbo solicita al staff que se agreguen las columnas correspondientes en el mencionado cuadro para ver si ellas convergen y si se observa que no significa un cambio mayor, se eliminarán. Agrega que es preciso tener una cierta disciplina respecto a los países que se van incorporando o sacando."
RPM-2007-05-10:1261:2,RPM-2007-05-10,2007-05-10,2007,Consejo del Banco Central de Chile,Consejo,consejo_entidad,acuerdo_comunicado,apertura_cierre,339,True,RECONSTRUCCION_AMBIGUA_POR_COTEJAR,"En mérito de lo anterior, el Consejo adopta el siguiente Acuerdo: 107-01-070510 - Tasa de Política Monetaria. En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile por unanimidad acordó mantener la tasa de interés de política monetaria en 5% anual. Comunicado En su reunión mensual de política monetaria, el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual. El escenario externo relevante para la economía chilena continúa favorable. La actividad económica mundial se expande con vigor, el precio del cobre se mantiene elevado y las condiciones financieras siguen ventajosas. Los precios del petróleo y de sus derivados, especialmente la gasolina, así como los de algunos alimentos, permanecen altos. La información disponible confirma un mayor crecimiento de la actividad interna en el primer trimestre de este año, algo por encima de proyecciones previas. El consumo sigue robusto y tanto la inversión como las exportaciones han retomado dinamismo. El empleo asalariado continúa aumentando y las condiciones financieras internas son favorables. La inflación del IPC se ubica por debajo de 3%, aunque algo por encima de lo proyectado en enero. En lo más reciente, ésta ha sido influida por el precio de los combustibles y una inflación subyacente IPCX1 (que excluye combustibles, perecibles y algunos servicios regulados) mayor que lo previsto, especialmente por un alza en el precio de los alimentos. Medidas alternativas de la tendencia inflacionaria no muestran cambios relevantes. En lo más reciente, el crecimiento de los costos laborales ha aumentado desde tasas relativamente reducidas. Las expectativas de inflación a mediano y largo plazo permanecen ancladas en torno a 3%. El Consejo reafirma su compromiso de conducir la política monetaria de manera que la inflación proyectada se ubique en 3% en el horizonte de política. Cambios futuros en la TPM para lograr este objetivo dependerán de la nueva información que se acumule y de sus implicancias sobre la inflación proyectada. “ El Consejo aprueba el texto del Comunicado. Se levanta la Sesión a las 17.20 horas."
RPM-2007-06-14:1296:3,RPM-2007-06-14,2007-06-14,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,consejo_votante,escenario_internacional,escenario_internacional,64,False,,"Agrega el Vicepresidente señor José De Gregorio que la inversión sigue creciendo muy fuerte y empuja a la demanda hacia arriba, mucho más arriba del promedio comparado con consumo y con cualquier otro determinante. Desde el punto de vista de la demanda agregada, lo que más contribuye a su crecimiento puede ser el consumo, pero es la inversión el ítem que está creciendo fuerte."
RPM-2007-07-12:1325:1,RPM-2007-07-12,2007-07-12,2007,Vittorio Corbo Lioi,Presidente del Banco Central,consejo_votante,actividad_interna,actividad_interna,12,False,,El señor Presidente ofrece la palabra para comentarios sobre el escenario interno.
RPM-2007-08-09:1388:1,RPM-2007-08-09,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,consejo_votante,debate,debate,13,False,,"El Presidente señor Vittorio Corbo, ofrece la palabra a los asistentes para comentarios."
RPM-2007-09-13:1421:1,RPM-2007-09-13,2007-09-13,2007,Manuel Marfán Lewis,Consejero,consejo_votante,politica_fiscal,politica_fiscal,123,False,,"El Consejero señor Manuel Marfán comenta que una cosa es cómo nos vemos y otra es cómo nos ven los otros, que ojalá coincidieran. Agrega que al final los mercados financieros dependen mucho de la imagen que se proyecte y a lo mejor se podría decir que tenemos las mejores cuentas fiscales del mundo y el ranking número uno de bancos centrales, pero si el mercado piensa que somos riesgosos, eso va a resaltar de todas maneras. Indica el señor Consejero que su impresión es que se necesita un indicador y hacer el seguimiento de cómo nos ven. Por su parte, cree que en la parte pedagógica se sabe que los fundamentales son los que hacen converger esto, en definitiva, a algo común."
RPM-2007-10-11:1505:1,RPM-2007-10-11,2007-10-11,2007,Andrés Velasco Brañes,Ministro de Hacienda,ministro_hacienda,debate,debate,48,False,,"El Ministro de Hacienda señor Andrés Velasco consulta si en relación a las cifras del bajo desempeño de la minería resulta posible efectuar una descomposición de ellas, entre Codelco y el resto de la minería, en cuanto a qué porcentaje de esta caída corresponde a uno y otro."
RPM-2007-11-13:1552:1,RPM-2007-11-13,2007-11-13,2007,Igal Magendzo Weinberger,Gerente de División Estudios (S),staff_tecnico,debate,debate,140,False,,"El Gerente de División Estudios Subrogante señala que en lo que respecta al consumo durable, existen algunas dudas acerca del nivel de la venta de automóviles, ya que el Banco está usando como indicador la información de Servicio de Impuestos Internos, el cual muestra un crecimiento menor que las otras fuentes que se podrían utilizar, tales como ANAC y lo que reporta el INE. Comenta el señor Magendzo que parte importante del consumo durable corresponde a automóviles y está creciendo más bien a tasas reducidas, según las informaciones con que se cuenta, y eso acumula existencias. Sin embargo, según lo informado por el Gerente de Información e Investigación Estadística señor Ricardo Vicuña, en las Cuentas Trimestrales, que se incluye es la consolidación con las importaciones, por consiguiente se observarán indicadores de consumo más altos que los que reporta este Informe."
RPM-2007-11-13:1553:1,RPM-2007-11-13,2007-11-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,consejo_votante,debate,debate,69,False,,"El Presidente señor Vittorio Corbo indica que quisiera saber si en las Cuentas Nacionales existen indicadores de importaciones mes a mes y no solamente respecto de los automóviles en particular, con el objeto de evaluar si estos indicadores habría que depurarlos, porque si sólo se están usando las mediciones que realiza el Servicio de impuestos Internos, las cifras difieren de la información que se ha presentado en esta Reunión."
RPM-2007-12-13:1577:1,RPM-2007-12-13,2007-12-13,2007,Manuel Marfán Lewis,Consejero,consejo_votante,mercados_financieros,mercados_financieros,81,False,,"El Consejero señor Manuel Marfán comenta que se pueden tener diferencias o variaciones en los spreads por problemas de solvencia o por problemas de liquidez. En el caso del spread soberano de Chile, para poder filtrar esas situaciones se usa el spread del bono soberano. Consulta si en estos otros mercados existen los credit default swaps para saber si el problema es de liquidez o, más grave aún, si es una percepción de que la solvencia de los emisores está deteriorada."
RPM-2007-12-13:1582:2,RPM-2007-12-13,2007-12-13,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,staff_tecnico,mercados_financieros,mercados_financieros,52,False,,"El Gerente señor Lehmann señala que concuerda con el comentario del señor Jadresic y agrega que las recientes emisiones de bonos en los mercados emergentes han caído de manera sustancial, lo que significaría que no sólo el precio es un buen indicador de lo que está pasando en el flujo de capitales."
RPM-2007-12-13:1587:2,RPM-2007-12-13,2007-12-13,2007,Igal Magendzo Weinberger,Gerente de División Estudios (S),staff_tecnico,acuerdo_comunicado,acuerdo_comunicado,2252,False,,"El Gerente señor Magendzo señala que en el mercado financiero nacional, la publicación de los datos de IPC y actividad de comienzos del mes de diciembre provocaron leves cambios sobre las expectativas de mercado, respecto de la evolución de la Tasa de Política Monetaria —curva forward y tasas swap—. Agrega que dichas expectativas indican que no se producirían movimientos mayores en la Tasa de Política Monetaria, anticipándose un aumento de 25 puntos base en el primer trimestre del 2008, Menciona el señor Magendzo que la mediana de la Encuesta de Expectativas Económicas (EEE), por su parte, da cuenta que no se esperan cambios en la Tasa de Política Monetaria por los próximos dos años. A su vez, las expectativas de inflación tuvieron un aumento tras la publicación del IPC de noviembre, que resultó mayor que lo esperado por el mercado. Agrega que de acuerdo con la encuesta a Operadores de Mesas de Dinero, la inflación esperada a un año subió a 3,7%, esto es 3,55% al momento de la reunión de kD noviembre y 3,45% la semana previa a la publicación del IPC, mientras que a dos años llegó a 3,4%, 3,35% tanto al momento de la reunión pasada como la semana previa a la publicación del IPC. De igual forma, comenta que la Encuesta de Expectativas de diciembre de este año proyecta que la inflación esperada a diciembre del año 2008 aumentó a 3,6%, 3,5% el mes previo, aunque a dos años se mantuvo en 3%. Asimismo, hace presente que aumentó la compensación inflacionaria 3 en 2, calculada a partir de las tasas swap, mientras que la 1 en 1 disminuyó levemente respecto de la reunión anterior, ubicándose en 3,25%. Destaca el señor Gerente, que una parte del aumento en las expectativas de inflación es explicada por la volatilidad habitual de estas medidas ante sorpresas de inflación. Señala que mecánicamente la inflación del mes pasado afecta las tasas en UF, por lo que una sorpresa puede tener efectos en el cálculo de la compensación inflacionaria. Además, las tasas de interés nominales tanto de los documentos del Banco Central de Chile como las que se aplican en las operaciones de mercado, no han mostrado cambios significativos respecto de los niveles vigentes hace un mes. Asimismo, señala que otras medidas de expectativas de inflación, como las encuestas a consumidores y empresarios muestran que aunque se mantiene la preocupación por la inflación, ésta ha descendido respecto de unos meses atrás, en el caso de los consumidores y por su parte, la inflación proyectada a doce meses ha caído, en el caso de los empresarios. Indica el señor Gerente, que los agregados monetarios y crediticios no han mostrado mayores novedades en el último mes, continuando con un sostenido crecimiento de las colocaciones para la vivienda y uno menor de las destinadas a consumo. Por su lado, han resaltado los vaivenes del tipo de cambio nominal en las últimas semanas que tras, ubicarse en torno a $ 505 al momento de la Reunión de Política Monetaria de noviembre, aumentó algo por sobre $ 515 y luego volvió a ubicarse por debajo de $ 500, al cierre del Informe que se presenta. Comenta que ello se ha dado en un contexto de cambios en las expectativas de tasas de interés en Chile y Estados Unidos de América, un aumento del premio soberano chileno y fluctuaciones en el precio del cobre y del petróleo. Menciona que, considerando los días previos al cierre de esta presentación y los correspondientes a la Reunión de noviembre, el peso se apreció 1,7% respecto del dólar, variación que llegó a 1,9% para el tipo de cambio multilateral (TCM) total y a 1,6% para la medida que excluye el dólar (TCM-X). Agrega que el tipo de cambio real (TCR), por su lado, se estima que promedió un valor de 92,9 en noviembre 0,9% más respecto de octubre y, considerando el valor spot del tipo de cambio nominal, se ubicaría en torno a 91 en diciembre. Este último valor está dentro del rango de los niveles que se estiman coherentes con sus fundamentos de largo plazo. Hace presente el señor Gerente que la publicación del cierre preliminar de las cuentas nacionales del tercer trimestre dio cuenta de un crecimiento del PIB de 4,1%, confirmando que la actividad perdió dinamismo respecto de la primera mitad del año. Por su parte, la demanda interna, creció 7,8% anual, cifra algo mayor que la del primer semestre, pero equivalente a la del segundo cuarto del año. Asimismo, el consumo privado, aunque aumentó menos que en la primera mitad del año, mostró un dinamismo superior al antes estimado, habida cuenta de la caída en el ingreso nacional disponible asociada a la alta inflación de los últimos meses. En todo caso, se espera que en los trimestres venideros el consumo muestre una desaceleración algo más marcada, dado que al deterioro del ingreso se suma el menor crecimiento que han mostrado las colocaciones de consumo y el menor dinamismo del mercado laboral. La inversión, por su lado, siguió con tasas de variación anual importantes de 9,5% en el período. Menciona que el menor crecimiento del PIB con una demanda interna que continúa creciendo a tasas elevadas, se explica por el menor incremento de las exportaciones de bienes y servicios de 4,1%, 10,4% en el primer semestre, en parte afectado por los desfases en el registro que se entregó durante el mes de septiembre, cuyos datos de octubre confirman esta situación, con un promedio bimensual que es comparable al de un mes tipo. kt Indica el señor Magendzo, que por el lado del origen del PIB, durante el tercer trimestre destacó el menor crecimiento de la actividad del comercio y otros servicios, coincidente con la evolución del consumo. La industria tuvo un bajo crecimiento, afectada por problemas en líneas puntuales. En particular, la industria de la madera estaría siendo afectada por las menores exportaciones de elaborados hacia el mercado inmobiliario de Estados Unidos de América por la crisis del sector, y, la industria del metanol por la menor disponibilidad de gas natural, no obstante la producción de celulosa continúa creciendo a tasas elevadas. Señala que la agricultura, en tanto, mostró una variación anual negativa, posiblemente por el efecto de las heladas en la cosecha. Por su parte, la actividad de electricidad, gas y agua (EGA) volvió a aportar negativamente al PIB, a una tasa más negativa que la del primer semestre del 2007. Además, se debe considerar que este trimestre tuvo tres días hábiles menos que en igual período del 2006 y, considerando que todavía existen bastantes dudas sobre el efecto que el feriado de Fiestas Patrias tuvo en la actividad de septiembre, en especial por la fuerte caída de las horas trabajadas en el mes. Con todo, si en la medición de los sectores distintos de recursos naturales no se considera la actividad de las líneas industriales mencionadas más combustibles y celulosa, el crecimiento de la actividad de los sectores distintos de recursos naturales, fue solo levemente inferior al de la primera mitad del año. Indica el señor Gerente que en el mes de octubre el Imacec registró una variación anual de 4,4%, 3,3% considerando el efecto calendario de un día hábil más que el año anterior. Esta cifra, por debajo de lo esperado, sigue dando cuenta de un menor dinamismo de la actividad, con lo que se prevé que el incremento anual del PIB para el año estará por debajo del rango de 5,75%-6,25% que se proyectó en el escenario base del mes de septiembre. Por su lado, los indicadores de consumo privado mostraron un repunte importante en sus tasas de crecimiento tras el desempeño más débil del tercer trimestre, en especial en septiembre, evolución que apunta a que este último dato estuvo afectado de modo importante por una menor cantidad de días hábiles del mes, cuyo efecto no está totalmente capturado por las estimaciones habituales. Agrega que los indicadores de la construcción mostraron un desempeño favorable en octubre y las importaciones de bienes de capital continuaron creciendo a tasas elevadas en noviembre, confirmando ambos datos el positivo panorama que la inversión ha mostrado en el curso del año. Por sectores, menciona que en octubre continuó la contribución negativa de aquéllos ligados a recursos naturales, a lo que se sumó una menor actividad del resto de los sectores, especialmente acentuado por la continuación de la caída en la producción de algunas líneas de la industria, tales como combustibles, maderas y metanol, en particular. Por otro lado, el señor Magendzo señala que las cifras del mercado laboral de octubre, siguen dando señales de mayores holguras en este mercado. Comenta que desde septiembre se registra un importante crecimiento de la fuerza de trabajo, 2,3% anual, equivalente a 150.000 personas en promedio en los últimos dos meses. Indica que con ello, la tasa de desempleo desestacionalizada aumentó por cuarto mes consecutivo, pasando desde 7,1% en septiembre a 7,4% en octubre, acumulando un incremento de 1,1 puntos porcentuales desde junio, anotando el mayor registro desde agosto de 2006. Por el lado de la ocupación, en octubre se observó un menor dinamismo de la creación de empleos, que cayó desde tasas anuales del orden de 3% anual entre marzo y septiembre a cifras por debajo de 2% en octubre, con una velocidad de expansión que alcanza valores negativos. Agrega que si bien el cambio en la composición del empleo se ha mantenido, el empleo asalariado también presenta una tasa de variación inferior a la de los meses previos de 4% anual, en tanto, el empleo por cuenta propia sigue acentuando su caída, alcanzando una variación de menos 2,4% anual. Señala que los datos de octubre de la Asociación Chilena de Seguridad (AChS) también muestran un menor crecimiento del empleo asalariado respecto de los meses previos del orden de 5,9% anual versus 7,8% anual en promedio el tercer trimestre. Hace presente el señor Gerente que en el mes de octubre los salarios nominales registraron un incremento en su tasa de variación anual, mientras sus velocidades de expansión se estabilizaron o disminuyeron en el margen, dependiendo de la medida considerada. El costo de la mano de obra (CMO) creció 6,2% anual y las remuneraciones por hora del índice de Remuneración Mensual (IREM) aumentaron 8,3% anual. No obstante, en términos reales tanto el CMO como el IREM redujeron su tasa de variación anual, alcanzando menos 0,2% y 1,8%, respectivamente. Lo anterior, indica que es posible que en los meses venideros los salarios nominales muestren tasas de crecimiento superiores a las actuales. Por el contrario, los salarios nominales de la AChS redujeron su tasa de crecimiento anual desde 7,3% en septiembre a 7,1% en octubre. Asimismo, medidos en términos reales, también disminuyó su incremento anual 1,4% en septiembre a 0,6% en octubre. Por su lado, menciona que en octubre los costos laborales unitarios (CLU) volvieron a mostrar tasas de crecimiento similares a las de agosto, llegando a 3,4% anual en su medición total y a 3,2% anual en el caso del CLUX, con velocidades que se moderaron en el margen. Cabe mencionar que el reajuste acordado entre el Gobierno y los funcionarios públicos de un 6,9%, es acorde con el incremento considerado en el escenario base de proyección de septiembre y, en el contexto actual de inflación e incremento de salarios en el sector privado, lo que no representa una presión adicional significativa sobre los costos. Manifiesta el señor Magendzo que en el mes de noviembre la inflación volvió a mostrar un registro elevado. Por otro lado, el aumento mensual del IPC fue de 0,8%, 7,4% anual, mientras el IPCX e IPCX1 aumentaron 0,5%, 5,6% anual y 0,4%, 5,9% anual, respectivamente. Indica que en términos de velocidades, la del IPCX1 disminuyó tanto en su medición mensual como trimestral. Agrega que llama la atención la ampliación de la brecha entre la inflación anual del IPC total y sus medidas subyacentes. Señala que luego que en el segundo y tercer trimestre las distintas medidas de inflación aumentaron a la par en gran parte producto de los shocks en los precios de los alimentos no perecibles, en los últimos meses el incremento de la inflación ha estado dominado mayoritariamente por el aumento en el precio de la energía — combustibles y tarifas eléctricas— y de los alimentos perecibles y una parte importante de estos precios, en especial los perecibles, tienen por característica una baja persistencia, lo que podría implicar que su reversión se dé a una mayor velocidad y no tengan efectos de segunda vuelta significativos. En todo caso, dado el alto nivel alcanzado por la inflación, no puede descartarse que en esta ocasión, los efectos sean distintos de los ocurridos en el pasado. Con todo, en su opinión, el panorama de corto plazo contempla que la inflación mensual del IPCX1 será mayor que la del IPC total durante varios meses. En consecuencia, la variación anual de la inflación del IPCX1 volverá a aumentar, aunque manteniéndose por debajo de aquellas del IPC. Menciona el señor Gerente, que las medidas de tendencia inflacionaria se elevaron. Por su parte, la media podada por artículos (MPA) aumentó a algo más de 5% anual y el TMVC alcanzó 3,7% anual. Agrega que también aumentaron las tasas de variación anual del IPC, excluidos diversos componentes. Por su parte, el IPCX1 sin alimentos se ubicó en 3,0% y el IPC sin alimentos y energía llegó a 2,6%. Por otro lado, aumentó la inflación anual de servicios y se mantuvo la de bienes, en ambos casos, considerando las medidas subyacentes."
RPM-2007-12-13:1590:1,RPM-2007-12-13,2007-12-13,2007,Igal Magendzo Weinberger,Gerente de División Estudios (S),staff_tecnico,debate,debate,184,False,,"El Gerente de División Estudios Subrogante señor Igal Magendzo señala que quiere explicar el cambio que se presenta en los indicadores del consumo. Señala el señor Magendzo que los indicadores que se utilizan, que había funcionado bastante bien, se sesgaron a la baja. Agrega que este fenómeno fue producto de un error en el seguimiento del consumo de energía eléctrica, que se monitoreaba mirando el valor agregado del sector y obviamente eso está cayendo, mientras que el consumo residencial que es relevante, está aumentando significativamente, o sea, si en general se tiene una discrepancia, ella tuvo que ver con que se estaba cometiendo un error al utilizar la información del valor agregado en vez del valor bruto del consumo residencial. Además, señala el señor Magendzo que otro elemento que influyó tiene que ver con los automóviles, en que se estaba siguiendo un indicador que estaba creciendo menos que aquél que claramente se utilizó o se utiliza habitualmente para construir las cuentas nacionales. En consecuencia, menciona que estos dos elementos explican en gran parte el error cometido en el cambio en las cifras de consumo."
RPM-2007-12-13:1594:2,RPM-2007-12-13,2007-12-13,2007,Igal Magendzo Weinberger,Gerente de División Estudios (S),staff_tecnico,mercados_financieros,mercados_financieros,103,False,,"El Gerente señor Magendzo respecto a los datos sobre exportaciones, señala que no se consideró celulosa, que ya se había eliminado a principios de año, para no sobreestimar lo que estaba sucediendo con “resto”. Menciona que en esta oportunidad se realizó el mismo ejercicio para no sobreestimar una dinámica bastante baja de todos los componentes sin celulosa y sucede que aun con celulosa estas exportaciones están creciendo del orden del 5%, más bajo de lo que se había observado en el pasado. Indica que esta situación tiene que ver con metanol, con restricciones de gas, con la harina de pescado y con biomasa."
RPM-2007-12-13:1596:1,RPM-2007-12-13,2007-12-13,2007,Enrique Marshall Rivera,Consejero,consejo_votante,actividad_interna,actividad_interna,49,False,,"El Consejero señor Enrique Marshall comenta que los datos de consumo aparecen como excesivamente dinámicos, presentándose un fenómeno parecido al de la inversión y con la demanda interna general. Al respecto, consulta cuáles son los datos y cuáles son las velocidades para esta demanda interna y para la inversión."
RPM-2007-12-13:1608:3,RPM-2007-12-13,2007-12-13,2007,José De Gregorio Rebeco,Presidente del Banco Central,consejo_votante,acuerdo_comunicado,acuerdo_comunicado,18,False,,"El Presidente señor José De Gregorio, ofrece la palabra al señor Ministro de Hacienda don Andrés Velasco Brañes."
RPM-2008-01-10:1619:2,RPM-2008-01-10,2008-01-10,2008,Manuel Marfán Lewis,Consejero,consejo_votante,escenario_internacional,escenario_internacional,54,False,,"Con respecto al comentario del Gerente de Análisis Internacional, acerca del cambio de los ponderadores que efectuará el Fondo Monetario Internacional en sus estadísticas, en que se otorgaría una menor ponderación a China e India, el Consejero señor Manuel Marfán consulta si este cambio en el ponderador afecta ría la historia cambiaria hacia atrás."
RPM-2008-01-10:1628:2,RPM-2008-01-10,2008-01-10,2008,Consejo del Banco Central de Chile,Consejo,consejo_entidad,opciones_tpm,opciones_tpm,13,False,,"Siendo las 16:00 horas, se reanuda la Sesión de Política Monetaria N° 117."
RPM-2008-02-07:1649:2,RPM-2008-02-07,2008-02-07,2008,Sergio Lehmann Beresi,Gerente de Análisis Internacional,staff_tecnico,debate,debate,52,False,,"El Gerente señor Lehmann comparte lo señalado por el Vicepresidente señor Desormeaux y agrega que las reducciones de crecimiento en China han sido menores, muy pequeñas, pero que por cierto constituyen un elemento de riesgo, en la medida que Estados Unidos de América pueda eventualmente tener una situación más crítica. A continuación,"
RPM-2008-02-07:1672:1,RPM-2008-02-07,2008-02-07,2008,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,staff_tecnico,mercados_financieros,mercados_financieros,683,False,,"El Gerente de Investigación Económica señor Klaus Schmidt-Hebbel, señala que la gran mayoría de las novedades del mes apuntan a una sola dirección, la que consiste en la circunstancia que en la economía internacional, hay importantes componentes no anticipados en el desarrollo de la crisis sub-prime y sus coletazos financieros y reales, en el debilitamiento de la economía de Estados Unidos de América y en algunos otros países importantes, en el precio del petróleo y, en particular, en la dramática reducción del Fed Funds Rate en 125 puntos base. Agrega que del anterior debilitamiento de la economía mundial sólo han escapado los precios de algunos commodities, como sucede con el caso del cobre. Señala el señor Gerente de Investigación Económica que en la economía doméstica se han verificado shocks contractivos de oferta en la producción, reflejados en un crecimiento menor proyectado para el primer trimestre de 2008, y sorpresas a la baja en los precios de ítems volátiles, reflejadas en un componente no anticipado de -0,6% en el registro del IPC del mes de enero. Comenta que a ello se agrega una apreciación del tipo de cambio nominal en torno a 5%, probablemente derivada, en gran parte, de la reducción sorpresiva de la tasa de política de la Fed, explicación congruente con una depreciación anticipada futura del tipo de cambio, coherente con el diferencial de las tasas de rendimiento esperadas a futuro. Agrega que estas novedades, en la medida en que modifiquen también las proyecciones futuras de brechas e inflación, justificarían una política monetaria menos restrictiva. Sin embargo, cree que hay un antecedente que apunta en la dirección contraria, mientras que las compensaciones inflacionarias a 12 meses y de forwards de tres en dos y de cinco en cinco, caen respecto a un mes atrás. Por su parte, la compensación inflacionaria de forward de uno en uno sube en 10 puntos base durante el último mes, llegando a 3,70%, al cierre estadístico de ayer. Menciona el Gerente de Investigación Económica que quisiera detenerse brevemente en esa novedad, porque el plazo de la compensación uno en uno coincide precisamente con el horizonte de política monetaria del Banco, por lo que esta medida de la compensación inflacionaria, aunque es imperfecta en relación a las expectativas de inflación del mercado en dicho plazo, debe ponderarse con mucha más atención que lo que sucede para plazos distintos. Por lo tanto, señala que detrás de este aumento de la compensación inflacionaria pueden haber tres factores o una combinación de ellos, esto es un alza en el premio por riesgo inflación, y alza en el premio por riesgo liquidez o un alza en las expectativas de inflación. Le parece al señor Gerente de Investigación Económica que resulta difícil argumentar que se debe a un alza en el premio por riesgo inflación, porque dicho mayor riesgo debería haberse reflejado con mucha más intensidad en un alza en la compensación inflacionaria en doce meses, pero ésta se redujo en 108 puntos base en los últimos treinta y un días. Señala también, que en ausencia de buenas medidas de las ofertas relativas a títulos emitidos a plazos distintos y una adecuada identificación de cambios en las demandas deseadas de estos instrumentos, no se puede discernir si el alza de la compensación inflacionaria a doce meses se debe a un aumento en el premio de liquidez o a un aumento de expectativas inflacionarias. Agrega que si se debe señalar que las cuatro medidas de compensación inflacionaria, a distintos plazos, se encuentran hoy muy cercanas entre sí, esto es, entre 3,52% y 3,76%, que son niveles aún preocupantes y que justificaron las alzas en la Tasa de Política Monetaria realizadas en el pasado reciente. Finalmente, el Gerente de Investigación Económica estima que, balanceando las novedades nacionales e internacionales contractivas en actividad y precios, con el riesgo que aún se enfrentan por las altas compensaciones inflacionarias, y con la mantención de la coherencia intertemporal en las decisiones de política, se sugiere adoptar una política levemente menos restrictiva en esta ocasión, manteniendo la Tasa de Política Monetaria en 6,25%, pero suprimiendo todo sesgo a dicha decisión."
RPM-2008-03-13:1716:1,RPM-2008-03-13,2008-03-13,2008,Sebastián Claro Edwards,Consejero,consejo_votante,debate,debate,27,False,,"El Consejero señor Sebastián Claro comenta que tal vez el modelo no sea muy adecuado, pero no se puede enfatizar este punto sin tener un modelo alternativo."
RPM-2008-03-13:1718:12,RPM-2008-03-13,2008-03-13,2008,Andrés Velasco Brañes,Ministro de Hacienda,ministro_hacienda,acuerdo_comunicado,acuerdo_comunicado,54,False,,"En relación a los costos laborales, el Ministro de Hacienda señor Andrés Velasco señala que el crecimiento de la fuerza de trabajo ha sido y sigue siendo inusualmente alto y eso tiene que tener algún efecto sobre la tendencia de crecimiento de los salarios nominales. Añade también que el desempleo no ha seguido aumentando."
RPM-2008-03-13:1724:1,RPM-2008-03-13,2008-03-13,2008,José De Gregorio Rebeco,Presidente del Banco Central,consejo_votante,debate,debate,15,False,,"El señor Presidente ofrece la palabra al Gerente de División Política Financiera, señor Kevin Cowan."
RPM-2008-04-10:1760:1,RPM-2008-04-10,2008-04-10,2008,Andrés Velasco Brañes,Ministro de Hacienda,ministro_hacienda,otros,otros,104,False,,"El Ministro señor Velasco menciona a lo señalado por el Gerente de División
Estudios que habría que agregar un elemento adicional, que consiste en los efectos del precio
del trigo producido en Chile, que es el principal insumo para el pan producido en el país, como
sustituto muy importante del trigo proveniente del extranjero que no es muy transable, por lo
cual estima que al menos existe un problema de rezago en la información.
Agrega el señor Ministro, que habría que hacer un mea culpa en ese sentido, ya
que se trata de un sector que aún cuesta entender en cuanto a su funcionamiento."
RPM-2008-04-10:1775:1,RPM-2008-04-10,2008-04-10,2008,José De Gregorio Rebeco,Presidente del Banco Central,consejo_votante,opciones_tpm,opciones_tpm,25,False,,"El señor Presidente agradece la presentación realizada por el Gerente de
División Estudios señor Pablo García y ofrece la palabra a los asistentes para comentarios."
RPM-2008-05-08:1808:1,RPM-2008-05-08,2008-05-08,2008,Sebastián Claro Edwards,Consejero,consejo_votante,escenario_internacional,escenario_internacional,87,False,,"El Consejero señor Sebastián Claro menciona que esta tendencia inflacionaria en Europa, Estados Unidos de América y otros países, tiene que ver fundamentalmente con alimentos, lo que indica que poseen proyecciones de alimentos crecientes y que estos datos no sugieren que se esté en presencia, por lo menos el último mes, de un boom de precios de alimentos, pero sí del petróleo, el cual ha seguido imparable. Asimismo, el señor Consejero consulta de qué forma calza lo anterior con la historia de mayores precios de los alimentos."
RPM-2008-05-08:1841:1,RPM-2008-05-08,2008-05-08,2008,José De Gregorio Rebeco,Presidente del Banco Central,consejo_votante,debate,debate,21,False,,"El Presidente señor José De Gregorio, ofrece la palabra a la señora Ministra de Hacienda Subrogante, doña María Olivia Recart Herrera."
